date,dele_category_count,modif_count,modif_category_count,modif_bakery_count,modif_bakery_category_count,modif_dairy_count,modif_dairy_category_count,modif_price10_count,modif_price10_category_count,modif_price20_count,modif_price20_category_count,modif_price20above_count,modif_price20above_category_count,week_sale_value,week_perish,week_shortage,week_dairy_sale_value,week_dairy_perish,week_dairy_shortage,week_bakery_sale_value,week_bakery_perish,week_bakery_shortage,week_price10_sale_value,week_price10_perish,week_price10_shortage,week_price20_sale_value,week_price20_perish,week_price20_shortage,week_price20above_sale_value,week_price20above_perish,week_price20above_shortage,pre_sale,pre_perish,pre_shortage,pre_sale_dairy,pre_sale_bakery,pre_sale_price10,pre_sale_price20,pre_sale_price20above,days,week_sale_value,week_order_value,week_order_category,week_order_item,week_order_bakery_value,week_order_bakery_category,week_order_bakery_item,week_order_dairy_value,week_order_dairy_category,week_order_dairy_item,week_order_price10_value,week_order_price10_category,week_order_price10_item,week_order_price20_value,week_order_price20_category,week_order_price20_item,week_order_price20above_value,week_order_price20above_category,week_order_price20above_item,week_AI_Perish,week_AI_Shortage,week_manager_Perish,week_manager_Shortage,week_AI_bakery_Perish,week_AI_bakery_Shortage,week_manager_bakery_Perish,week_manager_bakery_Shortage,week_AI_dairy_Perish,week_AI_dairy_Shortage,week_manager_dairy_Perish,week_manager_dairy_Shortage,week_AI_price10_Perish,week_AI_price10_Shortage,week_manager_price10_Perish,week_manager_price10_Shortage,week_AI_price20_Perish,week_AI_price20_Shortage,week_manager_price20_Perish,week_manager_price20_Shortage,week_AI_price20above_Perish,week_AI_price20above_Shortage,week_manager_price20above_Perish,week_manager_price20above_Shortage
2018-03-19,2439,95,1180,64,793,31,387,74,994,6,42,15,144,897518.0,33.309999999999995,167674.56480171013,548616.5,0.0,30640.458129125775,348901.5,33.309999999999995,137034.1066725844,365611.0,33.309999999999995,126065.24589708533,203329.0,0.0,24628.747476053355,328578.0,0.0,16980.571428571428,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,0,89,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-19,2439,95,1180,64,793,31,387,74,994,6,42,15,144,897518.0,33.309999999999995,167674.56480171013,548616.5,0.0,30640.458129125775,348901.5,33.309999999999995,137034.1066725844,365611.0,33.309999999999995,126065.24589708533,203329.0,0.0,24628.747476053355,328578.0,0.0,16980.571428571428,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,0,89,27015.799999999992,6268,476,15146.990000000009,4611,294,11619.209999999997,1645,175,15868.75,5381,350,6560.240000000001,624,77,4586.8099999999995,263,49,418.364,193673.42645785585,422.59400000000005,188936.7121721416,377.13399999999996,84009.96175197352,350.31399999999996,83594.24746625923,41.23,109663.46470588235,72.28,105342.46470588235,418.364,85321.42645785587,382.994,84932.71217214159,0.0,51032.0,0.0,49416.0,0.0,57320.0,39.6,54588.0
2018-03-26,2121,85,981,64,772,21,209,67,847,7,54,11,80,887740.5,261.47,165172.74645229813,586089.5,0.0,79122.71326396939,301651.0,261.47,86050.03318832867,310325.5,174.34999999999997,78824.97335157101,212775.0,87.11999999999999,18766.804156627688,364640.0,0.0,67580.96894409938,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,7,88,27720.96,6975,476,17675.870000000006,5387,294,10045.09,1588,175,18127.609999999993,6143,350,7552.860000000001,705,77,2040.49,127,49,1123.1399999999999,171068.7700191449,544.38,171081.7700191449,445.14,85183.40825459371,472.53000000000003,84571.9082545937,678.0,85885.36176455123,71.85,86509.86176455123,583.1399999999999,69336.40003618672,544.38,69851.40003618671,0.0,60926.94141152965,0.0,58874.94141152965,540.0,40805.42857142857,0.0,42355.42857142857
2018-04-02,2463,156,1865,102,1201,54,664,112,1476,23,185,21,204,864497.0,31.889999999999997,224374.53011369437,562159.5,0.0,122472.80362269309,302337.5,31.889999999999997,101901.72649100125,315692.0,31.889999999999997,93943.63709835059,197768.0,0.0,43851.57872962949,351037.0,0.0,86579.31428571428,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,14,86,31351.250000000007,7505,481,18886.769999999997,5552,294,12464.479999999998,1953,180,18682.149999999994,6371,355,9612.119999999999,953,77,3056.98,181,49,365.63879120879125,166762.5104287869,296.58879120879124,164650.5104287869,348.27879120879123,48264.5811247576,246.67879120879124,46971.5811247576,17.36,118497.92930402931,49.91,117678.92930402931,365.63879120879125,52120.62471450119,296.58879120879124,52512.62471450119,0.0,51115.6,0.0,47099.6,0.0,63526.28571428571,0.0,65038.28571428571
2018-04-09,2252,97,1079,64,675,33,404,70,812,12,84,15,183,818672.0,86.47000000000001,184967.5311388571,500612.5,8.76,113912.68534210889,318059.5,77.71000000000001,71054.8457967482,308133.0,55.39000000000001,74679.54494074149,197453.0,22.32,26241.586198115612,313086.0,8.76,84046.4,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,21,81,25911.409999999974,6390,483,15082.599999999995,4720,294,10828.810000000003,1670,182,16364.94999999999,5615,357,5741.2,549,77,3805.2599999999998,226,49,173.8,125459.81720044662,145.06,124869.81720044662,140.8,68214.30950813892,46.06,68871.80950813892,33.0,57245.50769230769,99.0,55998.00769230769,140.8,68345.81720044662,46.06,68851.81720044662,0.0,32776.0,0.0,32020.0,33.0,24338.0,99.0,23998.0
2018-04-16,1744,105,1239,80,951,25,288,82,1007,11,142,12,90,833839.5,196.97,215902.3052064573,533037.0,0.0,145813.35942648683,300802.5,196.97,70088.94577997047,302614.5,196.97,51173.68878696345,199096.0,0.0,24875.67552447553,332129.0,0.0,139852.94089501828,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,28,83,25545.2,6267,488,15520.060000000003,4669,299,10025.140000000003,1598,182,15920.339999999993,5445,362,6654.419999999999,645,77,2970.44,177,49,362.49,199365.52081447965,395.06,197525.52081447965,344.49,112932.3276840806,307.56,111300.8276840806,18.0,86433.193130399,87.5,86224.693130399,362.49,97876.09224305105,307.56,97618.09224305105,0.0,59437.42857142857,15.5,57425.42857142857,0.0,42052.0,72.0,42482.0
2018-04-23,2800,158,1777,120,1340,38,437,123,1447,20,202,15,128,792397.5,125.87000000000002,243015.45628094478,496804.0,21.599999999999998,181491.24666345006,295593.5,104.27000000000002,61524.20961749471,300046.5,55.55,56892.210967125466,174920.0,48.72,19140.245313819305,317431.0,21.599999999999998,166983.0,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,35,79,28272.42,6991,490,16931.490000000005,5222,301,11340.930000000002,1769,182,18041.04,6144,364,6698.299999999999,639,77,3533.0800000000004,208,49,1078.8887969924813,77283.93800410116,604.1987969924813,77353.43800410116,502.8887969924813,48726.43800410116,352.1987969924812,48522.43800410116,576.0,28557.5,252.0,28831.0,502.8887969924813,46491.93800410116,352.1987969924812,46331.43800410116,0.0,12828.0,0.0,12304.0,576.0,17964.0,252.0,18718.0
2018-04-30,2045,87,900,75,754,12,146,74,763,5,39,8,98,728099.0,71.62,107743.17697557074,447061.5,21.599999999999998,48083.26806057718,281037.5,50.02,59659.90891499357,287783.0,36.1,67431.8484483704,177811.0,13.92,28944.328527200356,262505.0,21.599999999999998,11367.0,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,42,72,27280.11,6744,490,16612.59,5141,301,10667.519999999997,1603,182,17229.129999999997,5918,364,6461.360000000001,614,77,3589.62,212,49,562.08,118984.4617519735,216.37,117316.2117519735,112.08,46442.94357015534,26.16,47408.69357015534,450.0,72541.51818181817,190.21,69907.51818181819,112.08,49268.46175197351,54.370000000000005,50068.21175197351,0.0,30546.0,0.0,28598.0,450.0,39170.0,162.0,38650.0
2018-05-07,1776,115,1420,70,858,45,562,80,1044,8,80,27,296,784189.5,109.41000000000001,103277.83873479464,484287.0,25.2,46135.716477330716,299902.5,84.21000000000001,57142.122257463896,302211.5,42.45,63196.11955985191,164675.0,41.76,12696.5243697479,317303.0,25.2,27385.194805194806,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,49,78,27772.420000000006,6936,490,15932.320000000007,5073,301,11840.1,1863,182,17629.33,6132,364,6388.239999999998,577,77,3754.85,227,49,258.88,207606.557303017,470.5282352941176,199505.67495007583,165.88,77881.10142066395,153.54,74736.60142066395,93.0,129725.45588235294,316.98823529411766,124769.07352941176,165.88,84607.41444587402,160.52823529411765,80614.53209293284,93.0,55401.142857142855,310.0,52893.142857142855,0.0,67598.0,0.0,65998.0
2018-05-14,1760,126,1653,85,1101,41,552,96,1361,8,73,22,219,865009.0,264.42999999999995,123933.71795619241,559284.0,0.0,54917.90800994671,305725.0,264.42999999999995,69015.8099462457,294504.0,187.63000000000002,76922.48116635687,200298.0,76.8,24283.756270355032,370207.0,0.0,22727.480519480523,894919.3166666667,126.88433333333332,204891.77603544272,546895.65,348023.6666666666,362917.9166666666,138106.5,393894.89999999997,56,86,27949.209999999992,6739,490,16401.530000000006,5059,301,11298.080000000002,1668,182,17140.19,5876,364,6465.340000000001,612,77,4343.68,251,49,533.26,145298.40217135803,383.23400000000004,142179.80217135802,209.26000000000002,56919.529793735666,294.264,55817.929793735675,324.0,88378.87237762238,88.97,86361.87237762238,209.26000000000002,59947.00721337486,383.23400000000004,58000.40721337486,0.0,32083.394957983193,0.0,30787.394957983193,324.0,53268.0,0.0,53392.0
