date,dele_category_count,modif_count,modif_category_count,modif_bakery_count,modif_bakery_category_count,modif_dairy_count,modif_dairy_category_count,modif_price10_count,modif_price10_category_count,modif_price20_count,modif_price20_category_count,modif_price20above_count,modif_price20above_category_count,week_sale_value,week_perish,week_shortage,week_dairy_sale_value,week_dairy_perish,week_dairy_shortage,week_bakery_sale_value,week_bakery_perish,week_bakery_shortage,week_price10_sale_value,week_price10_perish,week_price10_shortage,week_price20_sale_value,week_price20_perish,week_price20_shortage,week_price20above_sale_value,week_price20above_perish,week_price20above_shortage,pre_sale,pre_perish,pre_shortage,pre_sale_dairy,pre_sale_bakery,pre_sale_price10,pre_sale_price20,pre_sale_price20above,days,week_sale_value,week_order_value,week_order_category,week_order_item,week_order_bakery_value,week_order_bakery_category,week_order_bakery_item,week_order_dairy_value,week_order_dairy_category,week_order_dairy_item,week_order_price10_value,week_order_price10_category,week_order_price10_item,week_order_price20_value,week_order_price20_category,week_order_price20_item,week_order_price20above_value,week_order_price20above_category,week_order_price20above_item,week_AI_Perish,week_AI_Shortage,week_manager_Perish,week_manager_Shortage,week_AI_bakery_Perish,week_AI_bakery_Shortage,week_manager_bakery_Perish,week_manager_bakery_Shortage,week_AI_dairy_Perish,week_AI_dairy_Shortage,week_manager_dairy_Perish,week_manager_dairy_Shortage,week_AI_price10_Perish,week_AI_price10_Shortage,week_manager_price10_Perish,week_manager_price10_Shortage,week_AI_price20_Perish,week_AI_price20_Shortage,week_manager_price20_Perish,week_manager_price20_Shortage,week_AI_price20above_Perish,week_AI_price20above_Shortage,week_manager_price20above_Perish,week_manager_price20above_Shortage
2018-04-09,591,103,1238,63,757,40,481,75,998,12,106,16,134,1336034.5,331.56000000000006,388897.37900293723,802166.0,8.2,258152.29424765115,533868.5,323.36000000000007,130745.08475528602,541706.5,283.58000000000004,117273.09634173878,317748.0,42.48,135027.3017999544,476580.0,5.5,136596.980861244,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,0,133,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-09,591,103,1238,63,757,40,481,75,998,12,106,16,134,1336034.5,331.56000000000006,388897.37900293723,802166.0,8.2,258152.29424765115,533868.5,323.36000000000007,130745.08475528602,541706.5,283.58000000000004,117273.09634173878,317748.0,42.48,135027.3017999544,476580.0,5.5,136596.980861244,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,0,133,17181.340000000004,4285,483,10300.150000000007,3321,301,6881.1900000000005,964,175,11065.580000000005,3789,364,4381.219999999999,398,77,1734.54,98,42,17.96,289464.1809617626,361.67999999999995,283940.1809617626,2.46,99514.11320011258,129.18,96825.11320011258,15.5,189950.0677616501,232.5,187115.0677616501,2.46,101613.61320011258,45.14,97909.61320011258,15.5,139596.56776165013,316.53999999999996,138124.56776165013,0.0,48254.0,0.0,47906.0
2018-04-16,1078,104,1247,60,728,44,519,73,1014,19,158,12,75,1444126.0,545.3899999999998,222899.99188765642,860031.0,9.4,47318.12179378928,584095.0,535.9899999999999,175581.87009386712,569032.0,483.66999999999985,147431.7724443726,348478.0,52.32,75468.21944328387,526616.0,9.4,0.0,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,7,144,14163.429999999993,3820,490,8908.200000000006,2977,308,5255.230000000001,843,175,9604.430000000004,3442,371,3419.819999999999,313,77,1139.1799999999998,65,42,0.0,219188.16584787756,16.200000000000003,215431.1658478776,0.0,83743.91794871796,0.0,80942.91794871796,0.0,135444.24789915967,16.200000000000003,134488.24789915967,0.0,85936.59441930619,16.200000000000003,82548.59441930619,0.0,85043.0,0.0,82982.0,0.0,48208.57142857143,0.0,49900.57142857143
2018-04-23,452,119,1497,77,994,42,503,91,1266,13,106,15,125,1324715.0,319.09999999999997,250213.8624586972,743812.5,3.6,106010.51425143484,580902.5,315.49999999999994,144203.3482072623,565694.0,301.58,128888.80665258376,302298.0,13.92,67666.48437754196,456723.0,3.6,53658.57142857143,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,14,132,15551.55,4071,490,10129.190000000006,3303,308,5422.360000000001,768,175,10137.150000000003,3614,371,4080.039999999998,381,77,1334.36,76,42,116.23,315023.28610563837,324.44,315778.78610563837,36.56,138746.4830753354,45.44,137385.98307533542,79.67,176276.80303030304,279.0,178392.80303030304,38.730000000000004,121599.64974200209,45.44,121127.14974200209,77.5,86779.63636363637,279.0,85099.63636363637,0.0,106644.0,0.0,109552.0
2018-04-30,556,75,760,48,448,27,312,56,578,4,44,15,138,1380793.0,381.05999999999995,516821.28588717117,802042.0,107.1,324352.40392769605,578751.0,273.96,192468.88195947497,576581.0,261.3,190311.10176433471,319488.0,15.36,62628.97403880278,484724.0,104.39999999999999,263881.2100840336,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,21,138,17047.43999999999,4427,484,10151.270000000002,3429,302,6896.17,998,175,10999.929999999995,3950,365,4297.739999999998,378,77,1749.77,99,42,87.32199999999999,276519.2287476713,108.758,270934.4287476713,87.32199999999999,125315.93463002428,108.758,122827.63463002426,0.0,151203.29411764705,0.0,148106.79411764705,87.32199999999999,133999.22874767132,108.758,131094.4287476713,0.0,82364.0,0.0,79416.0,0.0,60156.0,0.0,60424.0
2018-05-07,1462,133,1409,96,895,37,514,110,1188,8,90,15,131,1334173.0,357.1699999999999,308407.7871198461,762334.5,0.0,78129.6405448009,571838.5,357.1699999999999,230278.1465750452,560387.0,263.89,208551.1895671408,310956.0,93.28,63067.78415557612,462830.0,0.0,36788.81339712919,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,28,133,17218.720000000012,4423,489,10268.739999999998,3522,301,6949.980000000002,901,181,11023.090000000002,3942,364,4202.499999999999,362,77,1993.1299999999999,119,48,312.048,276264.7122337931,126.14000000000001,271218.01223379304,6.047999999999998,105855.36418184498,94.94000000000001,103848.16418184499,306.0,170409.34805194804,31.2,167369.84805194804,6.047999999999998,136593.6213247021,126.14000000000001,134702.92132470213,0.0,85496.0,0.0,82804.0,306.0,54175.09090909091,0.0,53711.09090909091
2018-05-14,1011,124,1384,76,772,48,612,104,1204,2,24,18,156,1367931.0,210.83,224217.53633429654,861701.5,0.0,71424.38304433487,506229.5,210.83,152793.15328996172,518623.0,174.63000000000002,150682.06785444779,317726.0,36.2,73306.37757075786,531582.0,0.0,229.0909090909091,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,35,136,15238.870000000024,4205,490,9901.930000000008,3418,307,5336.939999999999,787,176,10329.880000000006,3797,370,3995.3999999999987,356,77,913.59,52,43,0.0,243084.9107461167,0.0,239928.4107461167,0.0,104080.20021980084,0.0,101731.70021980084,0.0,139004.7105263158,0.0,138196.7105263158,0.0,114197.48217468805,0.0,112076.98217468805,0.0,67675.42857142858,0.0,65971.42857142858,0.0,61212.0,0.0,61880.0
2018-05-21,1151,123,1306,84,876,39,430,102,1129,2,36,19,141,1455857.5,328.39,643698.725504166,895746.5,49.77,447650.3858429497,560111.0,278.62,196048.33966121596,553014.5,244.55000000000004,157806.63652101252,341834.0,36.239999999999995,111001.58898315308,561009.0,47.6,374890.5,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,42,145,14946.279999999988,4118,485,9935.139999999994,3417,303,5011.140000000001,701,175,10399.869999999994,3749,366,3632.8199999999983,317,77,913.59,52,42,0.0,273126.93058046186,0.0,272942.93058046186,0.0,154297.43058046183,0.0,153460.93058046183,0.0,118829.5,0.0,119482.0,0.0,151568.93058046183,0.0,150956.93058046183,0.0,74056.0,0.0,72336.0,0.0,47502.0,0.0,49650.0
2018-05-28,1382,121,1441,90,1094,31,347,96,1191,7,86,18,164,1446516.0,256.25000000000006,1064100.611190062,836154.0,0.0,802560.8648574471,610362.0,256.25000000000006,261539.74633261477,609710.0,227.69000000000008,239645.37658471556,306428.0,28.560000000000002,64774.30528203793,530378.0,0.0,759680.9293233082,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,49,144,18261.65,4615,492,11135.550000000007,3641,308,7126.100000000001,974,177,11286.880000000003,4058,371,4599.819999999999,423,77,2374.95,134,44,49.07368421052631,330735.0141090076,169.17368421052632,328795.0141090076,49.07368421052631,149208.56674058657,169.17368421052632,148329.06674058657,0.0,181526.44736842107,0.0,180465.94736842107,49.07368421052631,174373.56674058654,60.41368421052631,173718.56674058654,0.0,107364.0,108.75999999999999,104696.0,0.0,48997.44736842105,0.0,50380.44736842105
2018-06-04,1610,135,1433,94,862,41,571,110,1100,2,20,23,313,1364413.5,614.9499999999998,299422.4548756713,824342.5,50.4,111975.34524361086,540071.0,564.5499999999998,187447.10963206043,536869.5,481.03000000000003,158390.25754730304,296696.0,83.52,92577.12040529128,530848.0,50.4,48455.07692307692,1452498.4833333334,310.5802,330413.04900812905,855137.6166666667,597360.8666666667,608241.3166666667,208397.0,635860.1666666667,56,136,15555.050000000003,3955,503,9369.989999999996,3175,314,6185.06,780,182,9742.409999999994,3502,377,4025.279999999999,351,77,1787.36,102,49,0.0,156282.86363636365,222.0,152133.86363636365,0.0,48166.86363636363,0.0,46882.36363636363,0.0,108116.0,222.0,105251.5,0.0,49998.86363636363,0.0,48529.86363636363,0.0,97548.0,0.0,95400.0,0.0,8736.0,222.0,8204.0
