date,dele_category_count,modif_count,modif_category_count,modif_bakery_count,modif_bakery_category_count,modif_dairy_count,modif_dairy_category_count,modif_price10_count,modif_price10_category_count,modif_price20_count,modif_price20_category_count,modif_price20above_count,modif_price20above_category_count,week_sale_value,week_perish,week_shortage,week_dairy_sale_value,week_dairy_perish,week_dairy_shortage,week_bakery_sale_value,week_bakery_perish,week_bakery_shortage,week_price10_sale_value,week_price10_perish,week_price10_shortage,week_price20_sale_value,week_price20_perish,week_price20_shortage,week_price20above_sale_value,week_price20above_perish,week_price20above_shortage,pre_sale,pre_perish,pre_shortage,pre_sale_dairy,pre_sale_bakery,pre_sale_price10,pre_sale_price20,pre_sale_price20above,days,week_sale_value,week_order_value,week_order_category,week_order_item,week_order_bakery_value,week_order_bakery_category,week_order_bakery_item,week_order_dairy_value,week_order_dairy_category,week_order_dairy_item,week_order_price10_value,week_order_price10_category,week_order_price10_item,week_order_price20_value,week_order_price20_category,week_order_price20_item,week_order_price20above_value,week_order_price20above_category,week_order_price20above_item,week_AI_Perish,week_AI_Shortage,week_manager_Perish,week_manager_Shortage,week_AI_bakery_Perish,week_AI_bakery_Shortage,week_manager_bakery_Perish,week_manager_bakery_Shortage,week_AI_dairy_Perish,week_AI_dairy_Shortage,week_manager_dairy_Perish,week_manager_dairy_Shortage,week_AI_price10_Perish,week_AI_price10_Shortage,week_manager_price10_Perish,week_manager_price10_Shortage,week_AI_price20_Perish,week_AI_price20_Shortage,week_manager_price20_Perish,week_manager_price20_Shortage,week_AI_price20above_Perish,week_AI_price20above_Shortage,week_manager_price20above_Perish,week_manager_price20above_Shortage
2018-03-10,70,14,117,10,56,4,61,12,98,2,19,0,0,232158.0,159.57999999999998,20636.473925764636,141815.0,0.0,47.5,90343.0,159.57999999999998,20588.973925764636,88639.0,159.57999999999998,15401.388211478921,50708.0,0.0,5235.085714285714,92811.0,0.0,0.0,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,0,23,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-12,788,144,1074,93,465,51,609,104,659,22,199,18,216,745324.0,708.86,68146.46888056757,462623.0,23.099999999999998,5931.279779663061,282701.0,685.7600000000001,62215.18910090451,274394.0,547.66,55711.514144900764,158490.0,161.2,12434.954735666812,312440.0,0.0,0.0,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,2,74,17810.539999999997,3834,504,5089.83,1524,322,12720.709999999995,2310,175,9754.669999999995,3238,385,3270.5600000000004,319,70,4785.3099999999995,277,49,414.0,175340.72814992024,115.5,165862.72814992024,0.0,54433.500877192986,0.0,52791.500877192986,414.0,120907.22727272726,115.5,113071.22727272726,0.0,47966.000877192986,31.5,45754.000877192986,0.0,48150.0,84.0,46468.0,414.0,79224.72727272726,0.0,73640.72727272726
2018-03-19,385,76,768,43,275,33,493,56,604,13,114,7,50,858166.5,514.41,111967.79084238994,557074.5,0.0,31988.03595993005,301092.0,514.41,79979.75488245992,282147.5,438.32999999999987,67427.79980224602,186240.0,76.08,24679.04264940426,389779.0,0.0,19860.948390739697,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,9,85,17200.129999999983,3680,506,6399.469999999998,1710,324,10800.659999999994,1970,175,9158.590000000004,3022,387,4401.280000000002,445,70,3640.26,213,49,6.63,129651.2170995671,737.99,125344.2170995671,6.63,39493.84090909091,339.89,37242.84090909091,0.0,90157.37619047619,398.09999999999997,88101.37619047619,6.63,32050.340909090908,81.99000000000001,31059.340909090908,0.0,44263.73333333334,320.0,42259.73333333334,0.0,53337.142857142855,336.0,52025.142857142855
2018-03-26,453,98,953,54,342,44,611,62,534,19,174,17,245,874705.5,448.52,292805.9410170549,562482.0,0.0,194474.93319106076,312223.5,448.52,98331.0078259942,295761.5,402.43999999999994,85239.57928405107,178886.0,46.08,25440.867805878333,400058.0,0.0,182125.49392712553,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,16,87,19801.219999999987,4426,511,6904.079999999999,2058,329,12897.14,2368,175,11308.439999999999,3739,392,4625.240000000001,462,70,3867.5399999999995,225,49,477.1,283306.57992363,1877.3966666666665,270795.7465902966,0.0,156606.3399373006,107.59666666666666,152090.50660396725,477.1,126700.23998632947,1769.8,118705.23998632947,111.60000000000001,155799.43460579,253.07666666666665,149180.60127245664,77.5,78077.14531784007,130.32,74965.14531784007,288.0,49430.0,1494.0,46650.0
2018-04-02,760,73,1000,31,265,42,735,42,547,17,225,14,228,783089.5,149.13,369234.2526538925,495106.5,12.0,304968.35025531746,287983.0,137.13,64265.9023985751,290212.5,137.13,62214.928250122925,158636.0,0.0,21335.77155104957,334241.0,12.0,285683.55285272,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,23,78,18282.339999999993,3740,511,5984.919999999996,1721,329,12297.419999999995,2019,175,9057.659999999998,3064,392,3803.960000000001,363,70,5420.719999999999,313,49,0.0,118063.7858670741,151.0,111383.7858670741,0.0,21695.105194805197,0.0,20012.105194805197,0.0,96368.6806722689,151.0,91371.6806722689,0.0,27175.076623376623,96.0,25365.076623376626,0.0,41357.885714285716,55.0,39791.885714285716,0.0,49530.82352941176,0.0,46226.82352941176
2018-04-09,828,149,1784,102,798,47,986,113,1260,25,280,11,244,704178.5,212.58000000000004,285946.82054586284,412667.0,0.0,187299.45359923874,291511.5,212.58000000000004,98647.36694662407,286917.5,212.58000000000004,89101.9003191339,153346.0,0.0,19784.18129115467,263915.0,0.0,177060.73893557422,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,30,70,20239.549999999996,4268,511,5997.779999999998,1811,329,14241.77,2457,175,10768.11000000001,3580,392,3418.7200000000003,339,70,6052.72,349,49,0.0,183698.83356117565,72.78,177588.33356117565,0.0,39497.566233766236,0.0,38541.066233766236,0.0,144201.26732740944,72.78,139047.2673274094,0.0,50704.04805194805,39.6,46349.54805194805,0.0,46005.883253588516,0.0,45369.883253588516,0.0,86988.90225563911,33.18,85868.90225563911
2018-04-16,379,80,659,40,188,40,471,50,482,16,69,14,108,709974.5,356.14,120009.94171025055,394847.5,0.0,15847.281819522068,315127.0,356.14,104162.6598907285,291911.5,340.78,84233.91739813337,180574.0,15.36,32585.69348504952,237489.0,0.0,3190.33082706767,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,37,70,17365.109999999997,3957,503,6057.559999999999,1805,329,11307.550000000001,2152,171,10156.220000000003,3385,392,3873.94,378,70,3334.9500000000003,194,41,0.0,196719.02188905005,167.97,186924.52188905005,0.0,59117.75223764885,0.0,57743.25223764885,0.0,137601.2696514012,167.97,129181.26965140122,0.0,70475.17035111433,167.97,66632.67035111431,0.0,55491.85153793575,0.0,54411.85153793575,0.0,70752.0,0.0,65880.0
2018-04-23,494,79,873,33,221,46,652,46,640,15,140,18,93,744655.0,254.07999999999998,100404.71636417379,456584.5,0.0,29073.51522254835,288070.5,254.07999999999998,71331.20114162545,291972.0,215.68,58378.127252356826,172622.0,38.4,22464.8686743597,280061.0,0.0,19561.720437457283,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,44,74,21107.470000000005,4423,497,6806.890000000006,1990,329,14300.579999999994,2433,168,11053.239999999993,3678,392,3692.1,380,70,6362.130000000001,365,35,406.74,211947.97231715656,582.6,199257.97231715656,31.24,36457.95933014354,42.599999999999994,35259.95933014354,375.5,175490.01298701297,540.0,163998.01298701297,247.24,40991.31203007519,495.6,37937.31203007519,159.5,65388.660287081344,87.0,63774.660287081344,0.0,105568.0,0.0,97546.0
2018-04-30,629,108,1170,48,207,60,963,69,855,19,105,20,210,730528.5,239.45999999999998,119303.38400558251,419026.5,0.0,31578.003651275358,311502.0,239.45999999999998,87725.38035430716,306493.5,239.45999999999998,95793.6686751195,165972.0,0.0,23311.715330463052,258063.0,0.0,198.0,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,51,73,21125.849999999995,4439,497,6837.24,1875,329,14288.609999999997,2564,168,11136.780000000002,3654,392,5061.76,502,70,4927.3099999999995,283,35,56.160000000000004,181866.72111964403,1435.6337799043063,168739.9094112286,2.1600000000000033,59345.05423451676,545.64,57288.024822752064,54.0,122521.66688512726,889.9937799043063,111451.88458847653,2.1600000000000033,68363.32138501332,244.49272727272728,63341.24651870317,0.0,64573.39973463071,615.141052631579,62266.66289252544,54.0,48930.0,576.0,43132.0
2018-05-07,604,99,1151,49,261,50,890,66,855,20,120,13,176,792013.0,189.04999999999995,190746.2717829642,465551.0,0.0,54245.19939219707,326462.0,189.04999999999995,136501.07239076716,320039.0,173.68999999999997,171174.32450299957,191158.0,15.36,18699.420964175144,280816.0,0.0,872.5263157894738,823504.85,338.6086666666667,145446.30801619642,500137.9833333334,323366.8666666667,328871.31666666665,120938.06666666665,373695.4666666667,58,79,25436.409999999996,5107,497,6681.7900000000045,1922,329,18754.61999999999,3185,168,12704.199999999995,4121,392,7146.540000000001,667,70,5585.67,319,35,857.3399999999999,147533.5467532468,2118.18,132930.54675324674,36.54,15599.933333333332,93.38,14527.433333333332,820.8,131933.6134199134,2024.8,118403.11341991341,47.34,32436.693073593076,644.1800000000001,27005.693073593073,0.0,82985.04415584417,0.0,77329.04415584417,810.0,32111.809523809527,1474.0,28595.809523809527
