date,DelegationDecision_demand,DelegationDecision,DelegationDecision_bakery,DelegationDecision_dairy,DelegationDecision_price10,DelegationDecision_price20,sale_improvement,sale_bakery_improvement,sale_dairy_improvement,sale_price10_improvement,sale_price20_improvement,Manager_outperform,Manager_outperform_bakery,Manager_outperform_dairy,Manager_outperform_price10,Manager_outperform_price20
2018-04-23,0.8746830858384643,0.9109730848861284,0.8970099667774086,0.9314285714285714,0.9120879120879121,0.907563025210084,0.1267056607929626,0.05215179829596643,0.17363190837573214,-0.01386540552191876,0.2278612268404031,-0.003525886845729845,-0.004066900812644472,-0.003220605231345564,-0.0030010906508030045,-0.0018554424766446178
2018-04-30,0.6431159420289855,0.84472049689441,0.8637873754152824,0.8057142857142857,0.8626373626373627,0.7899159663865546,0.03578472730607143,-0.03238471052239516,0.07869244274798731,-0.045089389083387006,0.09179586439772297,-0.005144427996160159,-0.003977897488161841,-0.005803066121891476,-0.004354119430034384,-0.0014312870401431287
2018-05-07,0.8060109289617486,0.8633540372670807,0.9069767441860465,0.7828571428571428,0.8626373626373627,0.865546218487395,-0.027861181973530616,-0.043054336914662455,-0.018298193196662836,-0.10763953196689947,0.023670318473651072,0.0073516117125984335,0.01362932045588746,0.0034998932965413085,0.006934056081375451,0.01943395447698054
2018-05-14,0.6217948717948718,0.9006211180124224,0.9335548172757475,0.84,0.8956043956043956,0.9159663865546218,0.0495768271831288,0.017901244856830957,0.06951430820407697,-0.05640767674355331,0.12313666973968589,-0.0011106204749497346,2.8531928840510692e-05,-0.0017930323201364453,0.0011082491625425035,0.003970168082816964
2018-05-21,0.9340258281864121,0.9089026915113871,0.893687707641196,0.9314285714285714,0.9175824175824175,0.8823529411764706,-0.06789074401969067,-0.020841945812478592,-0.09750454911573621,-0.05718483177096454,-0.07902566078739079,0.004124560600976606,0.0,0.006941199334902503,0.005447838834767805,0.0
2018-05-28,0.7617051013277428,0.80625,0.8305647840531561,0.7558139534883721,0.8406593406593407,0.6982758620689655,0.05703232339642604,0.006558187315312894,0.088802130176915,-0.042838426115546516,0.12695650451205526,0.0008503257035978472,0.00024608494236998254,0.001201923076923077,0.003279703153549335,0.000445632798573975
2018-06-04,0.907829181494662,0.8528784648187633,0.8299319727891157,0.8869047619047619,0.8543417366946778,0.8482142857142857,0.11142449493602957,0.06421627863185428,0.1411386421583806,0.07473491195571469,0.1424422096076034,-0.0003623221157571218,0.00017456424400590027,-0.0006774737295126062,0.0003335764635730562,0.0
2018-06-11,0.9103209565764632,0.8147368421052632,0.8233333333333334,0.7916666666666666,0.8539944903581267,0.6875,0.13719251260946863,-0.02045182018118849,0.236418183054819,-0.02119729040203744,0.25084214527644044,0.00010149342580278408,7.744158296917351e-05,0.00011348716097680921,7.108196911560975e-05,0.0003834682573498083
2018-06-18,0.9030443414956982,0.8739495798319328,0.9102990033222591,0.8035714285714286,0.9065934065934066,0.7678571428571429,0.11163081130673523,0.08910381692002739,0.12580991994686624,0.024168747293696877,0.17650085524951792,0.0,0.0,0.0,0.0,0.0
2018-06-25,0.9114616870573085,0.8571428571428571,0.8604651162790697,0.8452380952380952,0.8846153846153846,0.7678571428571429,0.11571647346517325,-0.04467676414320223,0.21667238006110426,-0.04295763116955182,0.22829046813303025,0.0,0.0,0.0,0.0,0.0
