date,DelegationDecision_demand,DelegationDecision,DelegationDecision_bakery,DelegationDecision_dairy,DelegationDecision_price10,DelegationDecision_price20,sale_improvement,sale_bakery_improvement,sale_dairy_improvement,sale_price10_improvement,sale_price20_improvement,Manager_outperform,Manager_outperform_bakery,Manager_outperform_dairy,Manager_outperform_price10,Manager_outperform_price20
2018-04-23,0.5962386129885395,0.9285714285714286,0.9523809523809523,0.8846153846153846,0.9232804232804233,0.9444444444444444,-0.061546207583751275,-0.04081825957114258,-0.0731139229548888,-0.10279499501832025,-0.03989564880871796,-0.00015024041820493552,2.687068847589455e-05,-0.0002525253415881375,0.00023951232358114915,2.3814910515473737e-05
2018-04-30,0.7216837441152035,0.9603174603174603,0.9650793650793651,0.9505494505494505,0.9708994708994709,0.9285714285714286,-0.03384325538429098,-0.011492863185073143,-0.0463164136166724,-0.0491976388085652,-0.02617267636960207,0.004413590139825941,0.010848960169714999,0.0006910421264901881,0.00031941523865294726,0.017856586247740166
2018-05-07,0.6605011933174224,0.8942115768463074,0.9082278481012658,0.8651685393258427,0.8918205804749341,0.9016393442622951,-0.04951369695652672,0.008148000143630851,-0.08169315338248966,-0.013244256482612507,-0.07223390208129832,0.0050201095762199425,0.010299436686005484,0.001785615754427996,0.0019122275271355256,0.017871928124724743
2018-05-14,0.6658685820696993,0.888235294117647,0.8944099378881988,0.8729281767955801,0.8909090909090909,0.88,-0.10942258733744341,0.035200609481821625,-0.19013293917022492,-0.007058526785293264,-0.1724686755613037,0.0059980059576256505,0.008754289154663069,0.0040318140499137,0.0027728521145538904,0.015953359316402925
2018-05-21,0.599644128113879,0.8786692759295499,0.9503105590062112,0.7472527472527473,0.8753246753246753,0.8888888888888888,-0.02476552770294522,0.07033039938784716,-0.07783603023757034,0.042155513579287554,-0.06431995344836992,0.0061508984035313855,0.000744847363754775,0.009652616137890042,0.00645301340896934,0.000249777541876766
2018-05-28,0.9426681367144433,0.9389763779527559,0.9503105590062112,0.9162011173184358,0.935064935064935,0.9512195121951219,0.00010538159347794337,0.022714924964931507,-0.01251240200156341,-0.04013519334007789,0.023364485032183527,0.0012746248798690435,0.00037156064980729396,0.0017965796460469952,0.0004838873407129603,0.0012898740697620853
2018-06-04,0.6314563106796116,0.8426294820717132,0.9161490683229814,0.6994219653179191,0.8415584415584415,0.8461538461538461,-0.05312561120869626,0.03299225711829004,-0.10118569841895449,-0.008501277944810053,-0.0808025507166257,0.002563192934135329,0.0010570021287478494,0.0035292401818957453,0.00228277963299516,0.0007515056574616044
2018-06-11,0.8728785357737104,0.9415322580645161,0.9451219512195121,0.9316770186335404,0.9437340153452686,0.9333333333333333,-0.04395367792181904,0.0069319419190442275,-0.07235158621669474,-0.03426167897691312,-0.051116949573723966,0.0034819210477804014,5.933720343760199e-05,0.00555522077632836,0.0018760805996158882,0.0014482067403427128
2018-06-18,0.8271243197990791,0.9401197604790419,0.993920972644377,0.8303030303030303,0.9591836734693877,0.8715596330275229,0.020720463489900705,0.062470539437219356,-0.002579141226792826,0.010912892448963776,0.027124778530967366,-0.00011038190082155378,0.00019241350489193417,-0.0002903845989972227,8.90332842466801e-05,-0.00014243533628212975
2018-06-25,0.6838208071084784,0.7833001988071571,0.78419452887538,0.7724550898203593,0.7780612244897959,0.8018018018018018,-0.05539745596748172,0.051551789289678566,-0.11508297947131567,0.06143261382635943,-0.1248834274034853,0.0013862305833874003,0.0006996583038188197,0.0018415389872458896,0.0010897115889705955,0.0009551495016611296
2018-07-02,0.6912774725274725,0.6547619047619048,0.5933734939759037,0.7636363636363637,0.6428571428571429,0.6964285714285714,-0.046850972368999357,-0.025985981004303514,-0.058495167982632976,-0.03658191338326553,-0.05445070635946607,0.00036166556347296675,0.0006368802370469445,0.0002027722860283645,0.000557239976110122,0.0003075913546323258
2018-07-09,0.6153846153846154,0.696911196911197,0.6726190476190477,0.7314285714285714,0.6760204081632653,0.7619047619047619,-0.03438582931726283,0.08524351419504891,-0.10114777772357263,0.07896060527833705,-0.10111179163902737,0.000339014428059817,0.0007141010396296391,8.628154682694913e-05,0.00011722987410015331,0.0006662791851547327
