date,DelegationDecision_demand,DelegationDecision,DelegationDecision_bakery,DelegationDecision_dairy,DelegationDecision_price10,DelegationDecision_price20,sale_improvement,sale_bakery_improvement,sale_dairy_improvement,sale_price10_improvement,sale_price20_improvement,Manager_outperform,Manager_outperform_bakery,Manager_outperform_dairy,Manager_outperform_price10,Manager_outperform_price20
2018-04-23,0.9290271132376395,0.9551020408163265,0.9601328903654485,0.945054945054945,0.9615384615384616,0.9365079365079365,-0.005349854091667396,0.024637536448608915,-0.02371911612680735,-0.023062838077342784,0.005702673106974814,-0.0015140909237487477,-0.0013778234735539957,-0.001601698293020846,-0.0015160905297474134,0.0004419706365758325
2018-04-30,0.8358593079782671,0.9134020618556701,0.8918918918918919,0.945054945054945,0.9025069637883009,0.9444444444444444,-0.017277925086030238,0.03656853732625224,-0.05026244824379015,-0.039209747263791284,-0.003984476118895013,0.0003897663375475158,0.0001401821800033909,0.0005566310334149598,-4.81914704952541e-06,0.0013064868432692111
2018-05-07,0.8875255623721882,0.9047619047619048,0.935374149659864,0.8516483516483516,0.9187675070028011,0.8650793650793651,-0.04074096511652759,-0.058593761889150935,-0.029804945140532575,-0.08087595984159143,-0.01674936534083162,0.007514955276084523,0.0020488004305184208,0.010763979721763151,0.001925936347466063,0.001636465915483354
2018-05-14,0.46388754241396024,0.9130434782608695,0.9897959183673469,0.7857142857142857,0.9103641456582633,0.9206349206349206,-0.0376785740548456,-0.023779627580365986,-0.04619259895671844,-0.0382485515874242,-0.03870133339219446,0.002805799366176361,0.000543456069226381,0.004224199355575047,0.001497881092761057,0.005605480914672124
2018-05-21,0.9096396561185294,0.9358178053830227,0.9693877551020408,0.8791208791208791,0.927170868347339,0.9603174603174603,0.04098769191801393,-0.0764254634970968,0.11291102300265748,-0.06908044926357902,0.11239599689282946,0.006177491888607363,0.00019487988501959216,0.009218764692340366,0.009002267888917132,0.0017828562166980692
2018-05-28,0.9204221334854535,0.95,0.9455782312925171,0.9553072625698324,0.9467787114845938,0.959349593495935,-0.07979829269678103,-0.02624790738668555,-0.11260144902752833,-0.02355963584265611,-0.11844697339563136,0.00041963619856684356,-0.0002809468546233103,0.0008905510097994498,0.000777773980794862,0.00040447620331670486
2018-06-04,0.8383545770567786,0.8634453781512605,0.8639455782312925,0.8571428571428571,0.9019607843137255,0.7478991596638656,0.04472029571113453,0.04739107046271228,0.04308426935590131,0.005804450254163889,0.07107845979814369,0.0011529360861133888,0.000470138508725227,0.0015729217598273015,-0.0003124123111458973,0.0018319582421283045
2018-06-11,0.8339622641509434,0.9377593360995851,0.9366666666666666,0.9371428571428572,0.9449035812672176,0.9159663865546218,0.020742195145235547,-0.007523737065953498,0.03805694998385574,-0.015223055160293578,0.04434527005110822,0.00012664180356051276,-0.0009576004590150961,0.0007616485119001061,-0.0005022792782018892,0.0
2018-06-18,0.6453836930455635,0.94824016563147,0.9833887043189369,0.8857142857142857,0.9752747252747253,0.865546218487395,0.12505705852545962,0.03012489358366064,0.1832092945807073,-0.013804334269230821,0.217841015275093,0.00020354405336434452,-0.0002230257928376315,0.0004310388646598961,-0.00022004807204035342,0.00036978829620042526
2018-06-25,0.9565217391304348,0.9606625258799172,0.9966777408637874,0.8971428571428571,0.9835164835164835,0.8907563025210085,0.05267259168204957,-0.0041443340853043594,0.08747672030570723,0.001174216536342466,0.08731391239489951,0.0017761064260827233,7.985787270457911e-05,0.0027276286885481627,7.509317115680567e-05,0.0025952027599282046
