period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,outperform_neighbor,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,dele_item_price10,dele_item_price20,sale_bakery_improvement,sale_dairy_improvement,sale_price10_improvement,sale_price20_improvement,Manager_outperform_bakery,Manager_outperform_dairy,Manager_outperform_price10,Manager_outperform_price20,sale_bakery_improvement_average,sale_dairy_improvement_average,sale_price10_improvement_average,sale_price20_improvement_average,outperform_area_bakery,outperform_area_dairy,outperform_area_price10,outperform_area_price20
0,0.1810865191146881,-0.0317733330196554,0.0307021679465407,-0.072387497153053,-0.1353843412900799,0,0,0.7866189427312775,0.8158730158730159,0.8171428571428572,0.8095238095238095,0.8487394957983193,-0.137814914968473,0.1087065301562952,-0.1592705153878686,0.1655209761283385,0.0119337318881224,0.0500374211140836,0.0343995698399934,0.0213455589924878,-0.0207467063078864,0.2182154098019136,0.0543794226093243,0.204868376972387,-0.1170682086605865,-0.1095088796456184,-0.2136499379971929,-0.0393474008440485
1,0.1932270916334661,-0.1341867150239167,0.0855995823578937,-0.1240537306457961,-0.0660891541558033,4,1,0.7781965787184691,0.7841269841269841,0.8388888888888889,0.798941798941799,0.8306451612903226,-0.1633219629474311,-0.0955894443431741,-0.1858152516704326,-0.0794123406857356,0.1031477195298333,0.0640934831691619,0.0866999130803513,0.1382398190045249,-0.0675775605240363,0.0932147152662381,-0.040444850629253,0.0712762774088673,-0.0957444024233947,-0.1888041596094122,-0.1453704010411795,-0.1506886180946029
2,0.25250501002004,-0.0537719990411632,0.095304293597727,-0.1197448480937707,-0.1343191069405208,5,0,0.8057356608478803,0.7142857142857143,0.7966101694915254,0.7592592592592593,0.7107438016528925,-0.1102994380147938,0.0211134067285785,-0.0346474975064237,-0.0954855034938804,0.0979851957959215,0.0922098060817884,0.0879035812548774,0.1834231221747476,-0.0220250696132118,0.2234953966860174,0.0932952036605391,0.0750122009091179,-0.088274368401582,-0.2023819899574389,-0.1279427011669628,-0.1704977044029983
3,0.1937377690802348,0.0694747952457466,0.0490668322663757,0.050068805614381,0.1254403395147981,2,0,0.8809304467987102,0.7732919254658385,0.8571428571428571,0.8201058201058201,0.7669172932330827,0.0130515748493276,0.1442221361997993,0.0926199518584038,0.0468486563733412,0.059885191941462,0.0363780336601916,0.0415352862227363,0.0805668923948366,-0.0438548195196994,0.1564001501694548,0.0512555050209852,0.0353084406441795,0.056906394369027,-0.0121780139696555,0.0413644468374185,0.0115402157291616
4,0.3431952662721893,0.1809298809274776,0.1365320399552495,0.1008433565497836,0.1323357939940067,4,0,0.7791710945802338,0.6285714285714286,0.6918918918918919,0.6711590296495957,0.6176470588235294,0.1361682709997316,0.2402283629250398,0.1748985921894786,0.2280331443324571,0.1097050043441292,0.1690895783312402,0.090689230822194,0.217491077005443,0.003990574077899,0.2354857031192283,0.0918434696256687,0.1311074001525167,0.1321776969218325,0.0047426598058114,0.0830551225638098,0.0969257441799404
5,0.2896281800391389,0.078428143512687,0.105430157529799,0.0070247610616544,0.247013557589812,3,0,0.7962587333784088,0.6888888888888889,0.7354497354497355,0.7331536388140162,0.65,0.0435462214488431,0.1246383899913574,0.0682510136317877,0.1109391940923475,0.0954757309803591,0.1176665362373834,0.0924858420198623,0.1592278541447014,0.0001749189031198,0.2237280587140437,0.0845794232837202,0.1153896773480018,0.0433713025457232,-0.0990896687226863,-0.0163284096519325,-0.0044504832556543
6,0.2426614481409001,0.0216188191429095,0.0909617759787453,-0.0148597330955814,0.0812153054876652,1,0,0.8484560570071259,0.7333333333333333,0.7883597883597884,0.7789757412398922,0.7,-0.0382303116385513,0.1009046761516933,0.0326348731467333,0.0084796324959704,0.0901924011616121,0.0918522007096433,0.0811397318367209,0.1239846603360117,-0.0581820511617577,0.2202010031055404,0.0225906530675654,0.1144749738484195,0.0199517395232064,-0.119296326953847,0.0100442200791678,-0.1059953413524491
7,0.2328767123287671,-0.0300668070162943,0.0581143619901955,-0.005119912527597,0.004224595925366,3,0,0.8660460305146108,0.7428571428571429,0.798941798941799,0.7978436657681941,0.6857142857142857,-0.0660765098967346,0.0176374806856042,-0.0852893646276916,0.0520111151013621,0.042531279776711,0.0770600091276392,0.0394562760393244,0.0682738665649878,-0.0989493771861766,0.1349702067469482,-0.0479745890894635,0.069182002773211,0.032872867289442,-0.117332726061344,-0.037314775538228,-0.0171708876718489
8,0.1274509803921568,-0.147598578022164,0.0483457856220374,-0.0667480346712058,-0.0075345823900961,5,0,0.9293427954335082,0.8571428571428571,0.8936170212765957,0.8787061994609164,0.8561151079136691,-0.1918081805722255,-0.0890313744482543,-0.2019831049169375,-0.0911940169832445,0.0428479125248508,0.0548074384291318,0.0373365093113902,0.094258530183727,-0.147867584426984,0.0613382819209342,-0.1051263427351273,0.0009457973150716,-0.0439405961452415,-0.1503696563691885,-0.0968567621818101,-0.0921398142983161
9,0.218503937007874,-0.0357714534960981,0.0959943729334007,0.0022557811817622,-0.0139521412017378,3,0,0.8659820282413351,0.7619047619047619,0.8064516129032258,0.8140161725067385,0.6934306569343066,-0.0232005681443884,-0.0524248853079806,-0.0172076392425954,-0.072861636171696,0.0723422041518202,0.1282942298625576,0.0628884316456809,0.1744302862419205,-0.0928240583317548,0.0864124713723249,-0.0505787392521448,0.0259119761332131,0.0696234901873664,-0.1388373566803055,0.0333711000095494,-0.0987736123049091
10,0.192079207920792,0.0355411292019846,-0.0040922048461949,-0.0972040275140683,-0.1324732733337084,3,0,0.8720128676470589,0.8126984126984127,0.7923497267759563,0.8382749326145552,0.7238805970149254,-0.0291923812523063,0.1212976270247631,-0.024873143162781,0.1395039997350828,0.0197060871612173,-0.0313880118947092,0.0253800399966551,-0.0786205710354317,0.0281813754992038,0.3308056909331215,0.0917091957781331,0.2886950336697119,-0.0573737567515101,-0.2095080639083584,-0.1165823389409141,-0.1491910339346291
11,0.2141453831041257,-0.0144692539575861,0.0274873936273095,-0.07660088827901,-0.1393965195543272,5,0,0.858875128998968,0.765079365079365,0.8128342245989305,0.7951482479784366,0.7608695652173914,-0.0409082169381795,0.020556080762717,-0.0073998110827074,-0.0287692029248224,0.027621286403714,0.0273207002597713,0.0327396288308587,0.0538914198936978,0.0148760332695442,0.152962206340891,0.0732451079165634,0.074677078437707,-0.0557842502077237,-0.132406125578174,-0.0806449189992708,-0.1034462813625294
12,0.1803921568627451,-0.1202444143624593,0.0370605729081125,-0.1761345420967541,-0.3159860109308013,6,0,0.8982371794871795,0.8603174603174604,0.7446808510638298,0.8823529411764706,0.6470588235294118,-0.1728620005773564,-0.0505386331370789,-0.1954222369328486,-0.0249273333405652,0.0074387466034572,0.0712467378376563,0.0127068315858453,0.0829479467900519,-0.0247593977930747,0.2104836038047293,0.0259878656581544,0.1598349569477858,-0.1481026027842816,-0.2610222369418082,-0.221410102591003,-0.1847622902883511
13,0.108695652173913,-0.168076127062405,0.0452521551680652,-0.2398403853101312,-0.2120844380406965,1,1,0.9421302767682416,0.9174603174603174,0.842391304347826,0.9299191374663072,0.7851851851851852,-0.1778161253816685,-0.1551729469506212,-0.2259838311648548,-0.1102774721651439,0.0110528458594577,0.0893438055473788,0.0124737875588159,0.0910699755899104,0.0015344183690861,0.1930647852087998,0.0525448584990331,0.1411130631447222,-0.1793505437507546,-0.348237732159421,-0.2785286896638879,-0.2513905353098661
14,0.1473477406679764,-0.0334073740143786,0.0441148680918374,-0.0264909196303447,0.0164851027317787,0,3,0.8982558139534884,0.8698412698412699,0.8181818181818182,0.889487870619946,0.7536231884057971,-0.0869347142755382,0.0375036148436488,-0.0975447982314398,0.0622341193874248,0.0496787350934067,0.037628123019983,0.041546868338616,0.0937163720215218,-0.104169537445946,0.1591305506769142,-0.0731134950381427,0.135964215780443,0.0172348231704078,-0.1216269358332653,-0.0244313031932971,-0.0737300963930182
15,0.0941176470588235,-0.2225482295536639,0.0278643965826148,-0.1886284663552336,-0.2301329082361789,3,0,0.9566483338725332,0.9113924050632912,0.893048128342246,0.9274193548387096,0.8478260869565217,-0.1347353238739007,-0.3388794342402367,-0.1853466182429977,-0.3281104498966881,0.019539676540721,0.0422980350165112,0.0170565892182626,0.0705756731662024,0.0084726999373681,-0.0801786989647594,0.0214352262074615,-0.1118285554685986,-0.1432080238112688,-0.2587007352754772,-0.2067818444504592,-0.2162818944280894
16,0.147239263803681,-0.1127447338687474,0.0413265701758543,-0.1159660464508316,-0.1436610508201589,4,0,0.8957528957528957,0.8476190476190476,0.8562874251497006,0.8670360110803325,0.8125,-0.039435369023384,-0.2098621981099282,-0.0544974705399174,-0.2292264133815133,0.0455121064820858,0.0345857499863059,0.0452766833035415,0.0767241379310344,0.028401905013059,-0.0147883870747853,0.0602113239510209,-0.0674096358903299,-0.067837274036443,-0.1950738110351428,-0.1147087944909383,-0.1618167774911833
17,0.2923387096774194,-0.1625852732080782,0.0733746649875088,-0.1438202086226581,-0.1375608896799492,3,0,0.8156573116691285,0.6412698412698413,0.8160919540229885,0.6895604395604396,0.7575757575757576,-0.1165590416526746,-0.223559077941853,-0.135805370199877,-0.2390683137966453,0.0482551766387063,0.1112379055142728,0.0554310467188391,0.1332697919309819,-0.0042460403785258,0.0078634329911329,0.0754422826123261,-0.0753002504535392,-0.1123130012741487,-0.2314225109329859,-0.2112476528122032,-0.163768063343106
18,0.2085769980506822,-0.2081186770341422,0.0379922270664843,-0.1691987253883469,-0.2163541549853663,2,0,0.8472952086553323,0.7596153846153846,0.8350515463917526,0.8042328042328042,0.7555555555555555,-0.1435389375464282,-0.2936714649164605,-0.1771120594466411,-0.3007874433839512,0.0461503671585104,0.0248874418345982,0.0526796125884506,-0.0453469577333952,-0.014201509581727,-0.0316150551844121,0.0501653299354607,-0.0937618910543614,-0.1293374279647011,-0.2620564097320484,-0.2272773893821018,-0.2070255523295897
19,0.4407114624505929,-0.0885916607905062,0.1437703421979551,-0.0702521154073461,-0.0719393484015834,5,0,0.7430975545621877,0.4642857142857143,0.6963350785340314,0.6216931216931217,0.375,-0.0196523436223811,-0.1799198517250409,-0.0459616473973527,-0.1751002431642527,0.1205948750388622,0.1804723810549666,0.1041713400248125,0.2452781427945685,-0.0293649315027925,-0.0229084463737423,0.0217733798184377,-0.0887520923940656,0.0097125878804114,-0.1570114053512986,-0.0677350272157904,-0.0863481507701871
20,0.436399217221135,-0.1906175913485964,0.0934172338392517,-0.0893935126963637,-0.1695804454196555,7,0,0.6983588002263724,0.4318181818181818,0.7551020408163265,0.5873015873015873,0.4962406015037593,-0.1026674079108536,-0.3071306563988454,-0.163588637683519,-0.273302574777718,0.1066583084844181,0.0706995941405502,0.0923281675807242,0.0927388062775465,-0.0348974086014734,-0.1619074702953034,-0.0152787253291813,-0.2058570961983139,-0.0677699993093801,-0.1452231861035419,-0.1483099123543376,-0.0674454785794041
21,0.3365949119373776,-0.2195558957970775,0.0776165943377869,-0.1166803986718726,0.0550501158340349,4,0,0.729754049190162,0.5811688311688312,0.7806122448979592,0.6693121693121693,0.6466165413533834,-0.1093286973436786,-0.3655807048618443,-0.1984348803949302,-0.2987851493384779,0.0939586905655068,0.0472226742313421,0.0587981017644631,0.1171747691376091,-0.0303323229217917,-0.1270956893875342,0.0016331459039619,-0.1746515102124924,-0.0789963744218868,-0.23848501547431,-0.2000680262988922,-0.1241336391259854
22,0.5009784735812133,-0.1275090908281667,0.1210912169560817,-0.0534117692023058,-0.0926143840977442,1,0,0.6930749501282417,0.4025974025974026,0.6326530612244898,0.4973544973544973,0.5037593984962406,-0.0494775138969895,-0.2308823624187995,-0.118968040628465,-0.1675655198913384,0.1190539055159407,0.1244267475306755,0.0815641546651203,0.1825820773930752,-0.0263697508895984,-0.0763681047955594,0.0195006471020937,-0.1328823720114356,-0.023107763007391,-0.15451425762324,-0.1384686877305587,-0.0346831478799027
23,0.4210526315789473,-0.2069258026919916,0.123643843840307,-0.0569407779791632,-0.0932984424744062,7,0,0.5922391857506362,0.5643939393939394,0.5868263473053892,0.6049382716049383,0.504424778761062,-0.0973450711278427,-0.352094196957199,-0.1948197082404322,-0.2691249912217648,0.0500853706616908,0.2594065455383698,0.1324726776471297,0.0993287549844926,-0.0745027994131006,-0.2619928958923271,-0.1033203211428333,-0.2915966203153432,-0.022842271714742,-0.0901013010648719,-0.0914993870975988,0.0224716290935784
24,0.3181818181818182,0.1180096888294879,0.037939983189256,-0.1526932242991067,0.1167480156489382,4,0,0.6974603174603174,0.6006493506493507,0.8010471204188482,0.6746031746031746,0.703125,-0.1223834856793658,0.436473442790986,-0.00622822751412,0.3411028089781791,0.0282112199184269,0.0458141153366281,0.0177881223748228,0.1014896205313345,-0.0090830980351332,0.6185290853422333,0.2208219365465448,0.4713483831805188,-0.1133003876442325,-0.1820556425512473,-0.2270501640606648,-0.1302455742023398
25,0.3586744639376218,-0.175075584696507,0.107353401602844,-0.0967087045674456,-0.2274972672313501,5,0,0.6614798348682122,0.5967741935483871,0.6989795918367347,0.6473684210526316,0.6240601503759399,-0.1312875208006294,-0.2330843498599857,-0.1880245235426258,-0.1906167373968808,0.1168085062014941,0.0931650260547368,0.0900250436601307,0.1319125905797101,-0.0102651010760311,-0.1309107751808447,0.0154111425923261,-0.1825218761663791,-0.1210224197245982,-0.1021735746791409,-0.2034356661349519,-0.0080948612305016
26,0.2790697674418604,-0.2102986445939218,0.0970243711146175,-0.0805790164870671,-0.1820057301522948,4,0,0.7609730301427816,0.7028753993610224,0.7397959183673469,0.7389033942558747,0.6691729323308271,-0.1181323110162061,-0.3323971053343119,-0.2108201924057104,-0.2530040833781048,0.0948961452787405,0.1007486381091377,0.079915425862426,0.0832799287939474,-0.0759885909650886,-0.2359609595960413,-0.1090805595211935,-0.2569863017414678,-0.0421437200511174,-0.0964361457382705,-0.1017396328845168,0.0039822183633629
27,0.4358974358974359,-0.2241172629406407,0.1227838700001208,-0.0713842585883497,-0.1366596739023815,6,1,0.5706754530477759,0.4836601307189542,0.6752577319587629,0.598404255319149,0.465648854961832,-0.1551543517835653,-0.3154767102962749,-0.2410470484752631,-0.2434462980397844,0.1374966895427086,0.0987278969606483,0.1278369712004665,0.1107241200304343,-0.1136379937585097,-0.226322042379937,-0.1366041797933281,-0.2437769369888321,-0.0415163580250555,-0.0891546679163378,-0.1044428686819349,0.0003306389490476
