period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,outperform_neighbor,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,dele_item_price10,dele_item_price20,sale_bakery_improvement,sale_dairy_improvement,sale_price10_improvement,sale_price20_improvement,Manager_outperform_bakery,Manager_outperform_dairy,Manager_outperform_price10,Manager_outperform_price20,sale_bakery_improvement_average,sale_dairy_improvement_average,sale_price10_improvement_average,sale_price20_improvement_average,outperform_area_bakery,outperform_area_dairy,outperform_area_price10,outperform_area_price20
0,0.028169014084507,0.0893028540087362,-0.0632084925704848,0.0362761494158103,0.0332965978792699,5,0,0.9022809745982374,0.9837662337662336,0.9505494505494504,0.973045822102426,0.9682539682539684,0.0885420967164837,0.0504998226544106,0.132195183966301,-0.0147282591767542,-0.0026924327253025,-0.1555792264043172,-0.0918012048192771,-0.0054667282809611,0.0552324362786195,0.163732688338074,0.1063781377197254,0.1575154606569282,0.0333096604378641,-0.1132328656836634,0.0258170462465755,-0.1722437198336824
1,0.0080971659919028,0.1520044775327469,-0.013977889671551,0.1585608189224425,0.1585279310551866,5,0,0.986006157290792,0.9935897435897436,0.9885714285714284,0.9946666666666668,0.9831932773109244,0.1293943719011839,0.1430883523911308,0.1873595170597894,0.0615717998720799,-0.0014642807408438,-0.0321901102985734,-0.0005996867308122,-0.003111954459203,0.0283888678361247,0.0931105846648444,0.0863843700291916,0.072002979625422,0.1010055040650591,0.0499777677262863,0.1009751470305977,-0.0104311797533421
2,0.0059760956175298,0.3247734561269683,-0.0047229440622544,0.2851122617122074,0.2722126941012261,0,0,0.9900497512437813,1.0,0.9833333333333332,0.9947089947089948,0.9919354838709676,0.2038642556353728,0.4543237225383658,0.2831008934551168,0.3602379356540747,0.0,-0.0104818997662759,-0.0021116317693813,0.0,-0.0207467063078864,0.2182154098019136,0.0543794226093243,0.204868376972387,0.2246109619432592,0.2361083127364521,0.2287214708457924,0.1553695586816876
3,0.1045364891518737,0.3318520428743154,0.0574746756446386,0.2521246818235407,0.2032845337157388,4,0,0.9094059405940594,0.9006211180124224,0.8864864864864865,0.9285714285714286,0.7984496124031008,0.2936291682885689,0.3393426189368024,0.3616992554322254,0.2551000278681491,0.0504004159374288,0.0675396718317021,0.025976581416176,0.1423989421659585,0.003990574077899,0.2354857031192283,0.0918434696256687,0.1311074001525167,0.2896385942106698,0.103856915817574,0.2698557858065566,0.1239926277156324
4,0.1272015655577299,0.3964615243884232,0.0419140306809751,0.3260049218801604,0.2158818274351278,3,0,0.9142468239564427,0.8819875776397516,0.8571428571428571,0.9047619047619048,0.7819548872180451,0.374586660690203,0.3775028489972387,0.4525650956168667,0.2802446464230629,0.0411411397149489,0.043050119681366,0.040534903314877,0.0882380515453558,0.0001749189031198,0.2237280587140437,0.0845794232837202,0.1153896773480018,0.3744117417870832,0.1537747902831949,0.3679856723331464,0.164854969075061
5,0.1473477406679764,0.3683759606089706,0.0855398496007922,0.3328663597303584,0.2134919630260854,1,0,0.8722661703117729,0.8571428571428571,0.8449197860962567,0.8776595744680851,0.7819548872180451,0.2871415596211237,0.4378856050287842,0.3955134581837579,0.2969032405004794,0.0597104448560305,0.1195987701563116,0.0557075335905173,0.2464845280062671,-0.0581820511617577,0.2202010031055404,0.0225906530675654,0.1144749738484195,0.3453236107828814,0.2176846019232438,0.3729228051161923,0.1824282666520598
6,0.1706349206349206,0.3135894659309847,0.0918990669157256,0.3395114807130707,0.317976336960336,3,0,0.8600717580727832,0.8322981366459627,0.8241758241758241,0.8652291105121294,0.7293233082706767,0.2522358658598442,0.3558218583825388,0.3413022137817779,0.2396822750825289,0.0654162177724349,0.1279289388474964,0.0711124023107056,0.2440220759101471,-0.0989493771861766,0.1349702067469482,-0.0479745890894635,0.069182002773211,0.3511852430460208,0.2208516516355906,0.3892768028712414,0.1705002723093178
7,0.1349206349206349,0.2991364717521198,0.0545914153313526,0.3813858989645861,0.3331391728449182,5,0,0.8780730072013906,0.9006211180124224,0.8021978021978022,0.8921832884097035,0.7894736842105263,0.2554505742516642,0.3158733453633339,0.3184878498229996,0.2379679142181777,0.0115581547040165,0.1150703716885392,0.0210564411490914,0.2129691307879772,-0.147867584426984,0.0613382819209342,-0.1051263427351273,0.0009457973150716,0.4033181586786482,0.2545350634423996,0.4236141925581269,0.2370221169031061
8,0.0753968253968253,0.3032018428934471,0.0224528333551013,0.1712654600402329,0.283024045118209,3,0,0.91937069813176,0.9161490683229814,0.9395604395604396,0.9272237196765498,0.9172932330827068,0.2529734873059124,0.3294270196836232,0.2999686759904743,0.2776450474541348,0.0202274453196096,0.0255424004684248,0.0307139133745277,0.0061325564457392,0.0281813754992038,0.3308056909331215,0.0917091957781331,0.2886950336697119,0.2247921118067085,-0.0013786712494983,0.2082594802123411,-0.011049986215577
9,0.0396825396825396,0.1390617758407592,0.0116112013156411,0.0773856424704407,0.4447073526685013,5,0,0.956338028169014,0.968944099378882,0.945054945054945,0.9784366576819408,0.9097744360902256,0.0796167199436954,0.1848793598229649,0.1621168215173664,0.067600614978034,0.0070930147862189,0.0176754098681187,0.0063561894194053,0.0537077665642825,0.0148760332695442,0.152962206340891,0.0732451079165634,0.074677078437707,0.0647406866741511,0.0319171534820738,0.0888717136008029,-0.0070764634596729
