period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,outperform_neighbor,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,dele_item_price10,dele_item_price20,sale_bakery_improvement,sale_dairy_improvement,sale_price10_improvement,sale_price20_improvement,Manager_outperform_bakery,Manager_outperform_dairy,Manager_outperform_price10,Manager_outperform_price20,sale_bakery_improvement_average,sale_dairy_improvement_average,sale_price10_improvement_average,sale_price20_improvement_average,outperform_area_bakery,outperform_area_dairy,outperform_area_price10,outperform_area_price20
0,0.0877598152424942,-0.0262517994580791,0.020948611660146,-0.1034803082168842,-0.2458255497798384,5,1,0.8878948329377396,0.9547169811320756,0.8385093167701864,0.9432835820895522,0.8061224489795918,-0.1311851378409943,0.0276675158388581,-0.0777005762021594,-0.0108037646355059,-0.0145272119484755,0.0410300249885582,-0.0092693110185383,-0.0140703342618384,-0.0068391766870934,0.1306202964971715,0.055009142869727,0.1061736889599411,-0.1243459611539008,-0.1029527806583134,-0.1327097190718864,-0.116977453595447
1,0.1840354767184035,0.0480496730160958,0.0861871462003114,-0.0118465967276174,-0.0887506414632966,4,0,0.7838804713804713,0.8540925266903915,0.7423312883435583,0.8252148997134671,0.7843137254901961,-0.0108266821258475,0.0698844625343404,-0.0449549262191993,0.1230306596199807,-0.0189432355018848,0.1512676534989254,0.02585868915679,-0.0038702331939785,0.0423710807192343,0.1286657425603055,0.0878249461646493,0.1168850182737424,-0.0531977628450818,-0.0587812800259651,-0.1327798723838486,0.0061456413462382
2,0.2388059701492537,0.2183857868715028,0.1307269508136002,0.047294544164962,0.0164595751818444,3,0,0.7484547668102641,0.8299319727891157,0.6309523809523809,0.7535014005602241,0.7857142857142857,0.0195947543894331,0.3310431097741181,0.0739889174166836,0.3908727415150032,0.0466959859589194,0.1738254350856564,0.0953815008129102,0.030206492960186,0.0382273817296854,0.2487322183201006,0.1239454794525178,0.2331420555240042,-0.0186326273402523,0.0823108914540175,-0.0499565620358342,0.1577306859909989
3,0.1471215351812366,0.1167931566864396,-0.2380570014299187,0.0166261081489741,0.0219124166942711,5,0,0.5119063818206558,0.8979591836734694,0.7678571428571429,0.8375350140056023,0.9017857142857144,0.019845076691525,0.1629655996003051,0.0814068986594901,0.161519497753499,0.0214117470335299,-0.3904059873932439,-0.1910805210068487,-0.0260941512125534,0.0552324362786195,0.163732688338074,0.1063781377197254,0.1575154606569282,-0.0353873595870945,-0.0007670887377689,-0.0249712390602353,0.0040040370965707
4,0.1565217391304348,0.2904409522126986,-0.0079379496595985,-0.1990439125138948,-0.1707386555164404,6,0,0.7237219988512349,0.8754325259515571,0.7804878048780488,0.8295454545454546,0.8888888888888888,-0.113161932090373,0.539022280304467,0.3500798630019029,0.3036199985582845,0.0231884652561133,-0.0199471944687155,0.0136870223381191,0.0136547945205479,0.0777983241157332,0.6338857153845648,0.3699284368362452,0.556576140452021,-0.1909602562061062,-0.0948634350800978,-0.0198485738343422,-0.2529561418937365
5,0.0384615384615384,0.0248331159865772,0.0526675197794934,-0.0436517394206956,-0.0545513317674334,5,0,0.9564084340203745,0.9715302491103204,0.9415584415584416,0.9680232558139537,0.9387755102040816,-0.1321311232849465,0.112732850958626,-0.0608183744331667,0.0862146871503335,0.0320656212282687,0.0634261659392317,0.0182322670069846,0.0322470750172057,0.0283888678361247,0.0931105846648444,0.0863843700291916,0.072002979625422,-0.1605199911210713,0.0196222662937815,-0.1472027444623583,0.0142117075249114
6,0.0788288288288288,0.0702262075305027,0.0820608928162865,-0.0458452542976528,-0.1569752435062805,0,0,0.9084615384615384,0.9469964664310954,0.8701298701298701,0.9190751445086706,0.9285714285714286,-0.2094748931824768,0.2395435003714981,-0.1375072313310379,0.2538709904616147,-0.0185313822406198,0.1250150993852882,0.0212657589313037,0.0215456173920123,-0.0207467063078864,0.2182154098019136,0.0543794226093243,0.204868376972387,-0.1887281868745903,0.0213280905695844,-0.1918866539403622,0.0490026134892276
7,0.289760348583878,0.0093453884075119,0.1224800565931327,0.0763786943132703,0.0157577086001839,2,0,0.7898413897280967,0.7248322147651006,0.6832298136645962,0.7507002801120448,0.5686274509803921,-0.0469196652181769,0.0300812213361509,0.062632726002593,-0.0574061305174444,0.0986589807215118,0.1372373457450123,0.0986649030879585,0.0960646961395324,-0.014201509581727,-0.0316150551844121,0.0501653299354607,-0.0937618910543614,-0.0327181556364498,0.061696276520563,0.0124673960671322,0.036355760536917
8,0.2,0.0420318103110245,0.0503080038103459,0.0822716639018942,0.1578436237690451,5,0,0.868007662835249,0.8163265306122449,0.7701863354037267,0.8515406162464986,0.6122448979591837,0.036327053849615,0.0283661944184136,0.0719470442199683,0.0059921168985081,0.0162216058701681,0.0733074474108513,0.0320788773432041,-0.039419603021992,-0.0293649315027925,-0.0229084463737423,0.0217733798184377,-0.0887520923940656,0.0656919853524075,0.0512746407921559,0.0501736644015305,0.0947442092925737
9,0.2549450549450549,-0.1030348222531755,0.0387039236060965,0.0483472055539794,0.1588879387010673,7,0,0.8350983358547656,0.7074829931972789,0.8136645962732919,0.7535014005602241,0.7142857142857143,-0.0223240436754202,-0.1721262989477452,-0.0487024839394714,-0.2049259921127615,0.0899199172058388,-0.0017931486051728,0.0805891238273871,-0.0174356733133024,-0.0348974086014734,-0.1619074702953034,-0.0152787253291813,-0.2058570961983139,0.0125733649260532,-0.0102188286524417,-0.03342375861029,0.0009311040855524
10,0.2615384615384615,-0.1008427566572653,0.0549328659738,0.0004421341147937,0.135673647168223,4,0,0.8347978910369068,0.7414965986394558,0.7329192546583851,0.7759103641456583,0.6020408163265306,-0.0715516708164703,-0.1355426310087626,-0.0811570614781386,-0.171290274305497,0.0483147109490779,0.0596921132487321,0.0552315763962696,0.0823403788196315,-0.0303323229217917,-0.1270956893875342,0.0016331459039619,-0.1746515102124924,-0.0412193478946785,-0.0084469416212283,-0.0827902073821005,0.0033612359069953
