period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8787234042553191,0.7264993964069917,0.226334364938339,0.3411506846061489,4,0,0.8317063647012886,0.8787878787878788,0.8786127167630058,0.6177398032818696,0.7721188214624998,0.036703964014619,0.351630412814806,0.1379904753092329,0.3512368183389029
1,0.8699551569506727,0.9414010629128168,0.1664527236995921,0.5452236452533372,2,0,0.8183681836818368,0.8453237410071942,0.9107142857142856,0.4278134209792245,1.275911632686418,0.0979057955486572,0.1975783169529616,0.1392115836374476,0.9147026047181166
2,0.8990825688073395,0.5138254778354528,0.0781779654098115,0.3102308481998582,4,1,0.8394276629570747,0.8731343283582089,0.9404761904761904,0.2436175760736419,0.6803771550343076,0.0203083674663545,0.109176711308591,0.1132459740534676,0.5209520858030372
3,0.8577586206896552,0.8891358099202654,0.0832220297962208,0.5483086753592592,4,0,0.8097636574970941,0.8074324324324325,0.9464285714285714,0.5554315792026973,1.0944502780680931,0.0916038109628138,0.078716656800612,0.3449736510562707,0.8654230629577494
4,0.9634408602150538,1.0440671817917495,0.1645351405164154,0.5839867533734844,1,0,0.9033345822405396,0.9663299663299664,0.9583333333333334,0.5725322304828205,1.3461720846214655,0.0437968533086533,0.2231082499013363,0.4206479703169602,1.0451378731134522
5,0.7969094922737308,1.151364297347394,0.1833689512940694,0.783672913034573,3,0,0.6158977209560867,0.7578947368421053,0.8630952380952381,0.7308951766460893,1.4144511137558948,-0.0008193247599218,0.2789403430898945,0.6367581927840703,1.2748801551012952
6,0.8451025056947608,0.1141535943111367,0.3821978274573357,-0.1839575349854972,5,1,0.7554540842212075,0.8228782287822878,0.8809523809523809,-0.1210447163838793,0.2630279953657951,0.3597007612687934,0.3935294804485349,-0.1142055396967858,0.1324076988686235
7,0.9741784037558686,0.6011034510318243,0.0068112148162014,0.2306029646205596,4,0,0.9336807200378968,0.9728682170542636,0.9761904761904762,0.298557966356591,0.7893875374018573,0.04945222751471,-0.0155862064905611,0.2561868856373566,0.6607217948415517
8,0.9386792452830189,0.5487501386549077,0.0948789708411737,0.1452554984679792,3,0,0.8640963855421687,0.92578125,0.9583333333333334,0.1682109808011836,0.794489095415357,0.0826234784188533,0.1006536093506435,0.1299835990714982,0.5457568770952563
9,0.9069212410501194,0.8935224031828267,0.0245857670581023,0.2109506015443588,6,0,0.8369617803580067,0.9448818897637796,0.8484848484848485,0.2806386668768874,1.3008205716841934,0.0692522669697184,0.0065912847207915,0.2028403427611541,0.6669348562996286
10,0.8823529411764706,0.4551664955774104,0.1128987912518018,0.1195879720438288,5,0,0.8590215675960021,0.92018779342723,0.8322981366459627,0.113361551429299,0.6746641052952586,0.076338268370776,0.1304915716776163,0.0849726835931742,0.5815535206304141
11,0.976,0.4557507773171795,0.0073744177681634,0.1145205074431136,0,0,0.9713282621416032,1.0,0.9440993788819876,-0.020896753301881,0.7728351252926,0.0228590362938188,0.0011846517851625,-0.0001500469939945,0.5546197154906864
12,0.6397984886649875,-0.0755294094140323,0.1807023697661862,0.0276537864035101,5,0,0.6060606060606061,0.5932203389830508,0.7080745341614907,-0.1001237068390477,-0.0754518990566383,0.1183280249487742,0.2246436668983353,-0.0119287544439666,0.1970056665502622
13,0.6246786632390746,0.0443487658348538,0.2779546358933545,0.0243078035593908,5,0,0.5483333333333333,0.5394736842105263,0.7453416149068323,0.0307690441827465,0.0341557542986567,0.0897599717613836,0.4137222846112907,0.1106196390261601,0.0864325576417068
14,0.7345132743362832,0.1532349670529159,0.2788683760657386,0.0937337690895844,0,0,0.6872160934458144,0.6868131868131868,0.7898089171974523,-0.0695608407213806,0.2923832850501244,0.164818487159255,0.3382982885484143,0.0281719307571073,0.33869802098111
15,0.6598639455782314,-0.4278874491894778,0.0014460667166389,-0.4429558579510342,3,0,0.3210227272727273,0.5185185185185185,0.8333333333333334,-0.4626029374310213,-0.4137290162918742,0.079078617228882,-0.0500595176599003,-0.344793635615619,-0.5979540284044642
16,0.663978494623656,-0.1048003487769581,0.1355876153573711,-0.1342766902230363,5,0,0.6842105263157895,0.6569037656903766,0.6766917293233082,-0.0710162152984124,-0.1464154874719689,0.1000971827545802,0.1635443520670151,0.0305466854138566,-0.0482910135339629
17,0.7830687830687831,-0.0429993458887134,0.2131492819360944,-0.0703365103232085,6,0,0.7475616752725186,0.7878787878787878,0.7755102040816326,-0.1314142602452306,0.0026473395720821,0.0539888993611896,0.3129452602405259,-0.0949342556172299,0.1146689376661923
18,0.8016085790884719,-0.0419364536704129,0.2440190515122619,-0.1465091929379066,6,0,0.7575757575757576,0.8533333333333334,0.722972972972973,-0.2906868155191442,0.119739314563949,0.0060743385878035,0.3531155322940935,-0.284356102155709,0.1811520579182496
19,0.6809651474530831,0.0970796521335036,0.3400906482932965,-0.0741661563089547,1,0,0.6312817617165444,0.7035398230088495,0.6462585034013606,-0.2291062787284877,0.3121374699411349,0.0407353392330383,0.467386928198498,-0.2447399911262191,0.343712214676762
20,0.6849315068493151,0.1546720344096931,0.1976345540154763,-0.0082748420544467,6,0,0.6533110740122426,0.6743119266055045,0.7006802721088435,-0.1367809539980352,0.343486296387915,0.0612947788177441,0.2610396147704771,-0.1491455545455483,0.334124584385535
