period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8336713995943205,-0.1643032911060552,0.0466968721398373,-0.1783333576253601,3,0,0.8416280475518839,0.8092105263157895,0.8681318681318682,-0.1693179310369779,-0.2008364233780506,0.0413716012056447,0.0572589561407109,-0.2634549148989968,-0.3404073820326503
1,0.9154929577464789,-0.2149293188668816,0.0076378816893617,-0.2134016796088562,5,1,0.914010067114094,0.9025974025974026,0.934065934065934,-0.2388670412323767,-0.2125618670739518,0.0053838887295604,0.0117951245478971,-0.2320278645452832,-0.3431821635711233
2,0.8953722334004025,-0.0798957610019489,0.0348436404706375,-0.0977113036568746,4,0,0.8744457879887142,0.8993506493506493,0.8846153846153846,-0.1405996186810126,-0.014822826157767,0.0058451913237091,0.0831122433192024,-0.182970699400247,-0.1434885687180725
3,0.8712273641851107,-0.003283077718141,0.0233502910038659,-0.0683555153344062,3,0,0.8809711804184761,0.8344155844155844,0.9285714285714286,-0.1407515674236368,0.2040406357457412,0.0613500920205008,-0.0283946244229027,-0.1789789491533222,-0.0446915825743594
4,0.9315895372233401,-0.1036154962525757,0.0071025872060053,-0.1574180265491632,5,0,0.9199210179903466,0.9155844155844156,0.956043956043956,-0.1891580954310461,0.0101615873015375,0.0006138744623511,0.01704089947083,-0.2443905317096656,-0.1535711010365365
5,0.8805668016194332,0.0481441190168998,0.0034828733800581,-0.1797827589167643,6,0,0.8713563933151963,0.8668831168831169,0.8994413407821229,-0.1356938449905756,0.3411099658142089,-0.008033660413504,0.0176451723131728,-0.2134921691063088,-0.2927757495703559
6,0.8279352226720648,-0.1390563637936799,0.0346278153503372,-0.1334453612295033,5,0,0.8218778077268644,0.8044871794871795,0.8628571428571429,-0.1730081147864216,-0.1217663878699198,0.0114287452394995,0.0763119246224435,-0.2013969826225464,-0.2148769725347642
7,0.8944223107569722,-0.1183514071837707,0.0507927042777687,-0.1593992143221258,0,0,0.8851187590887057,0.8825396825396825,0.9111111111111112,-0.2737284241830042,0.1294919838138997,0.0276978766535508,0.0791287584640708,-0.2529817178751177,-0.0887234259880139
8,0.9583333333333334,-0.1615622664914644,0.0189863536014414,-0.1517550710680245,4,1,0.9727123029875324,0.961904761904762,0.9505494505494504,-0.2645897926623229,-0.0112249380763193,0.0121502995956197,0.028688021161059,-0.1970122321382865,-0.1044396533425574
9,0.9305555555555556,-0.0923177128909197,0.066655596079561,-0.1586300530844855,5,0,0.9512086937236638,0.9555555555555556,0.8846153846153846,-0.229337684373519,0.1190618195903114,0.0438418366693723,0.0966344935265824,-0.2073126147603072,-0.104433577095706
10,0.9585798816568047,-0.1985600592426784,0.0522713813231912,-0.2194811439837531,6,0,0.963898065125059,0.9842767295597484,0.912087912087912,-0.2957609918635067,-0.0572996426212712,0.0191646888388866,0.0994636607992103,-0.2615110060143725,-0.2056041663793444
