period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8849372384937239,-0.0907488227428698,0.0472994529448351,-0.104223626094335,3,0,0.8373956594323874,0.8862068965517241,0.8784530386740331,-0.0925878757004585,-0.1227459364823669,0.0189561422352874,0.1007545782574285,-0.1867248595624774,-0.2623168951369666
1,0.8949579831932775,0.0316044293501736,0.0081726009940093,0.0342175938657921,5,1,0.8656078191814295,0.8945578231292517,0.8914285714285715,-0.0070123821306414,0.0619075231398771,0.006004869192564,0.0118685185036428,-0.0001732054435479,-0.0687127733572944
2,0.8898305084745763,-0.1136414370001747,0.0561913730128831,-0.1313525382142078,4,0,0.8532012734347365,0.8707482993197279,0.9181286549707602,-0.173874847952426,-0.038277732357461,0.0520795145012129,0.0626314924294656,-0.2162459286716604,-0.1669434749177665
3,0.7953091684434968,-0.3492985269198065,0.0386639744311404,-0.4150987657543499,3,0,0.6450617283950617,0.7959183673469388,0.7857142857142857,-0.4263128073440278,-0.2341761798166854,0.0863161099858347,-0.0264221238519824,-0.4645401890737132,-0.482908398136786
4,0.73109243697479,0.0482574838057577,0.1132585482164188,-0.0048769198275108,5,0,0.5744116672190918,0.6744186046511628,0.8214285714285714,-0.0254530237973947,0.1418996830013632,0.1711672737626911,0.0231474218861662,-0.0806854600760142,-0.0218330053367108
5,0.799154334038055,0.0823382531315744,-0.0172092506290386,-0.1451841268039588,6,0,0.69418199900547,0.7873754152823921,0.8121212121212121,-0.0453361680892429,0.2730481779923751,-0.0537522236819006,0.0327561176081692,-0.1231344922049761,-0.3608375373921897
6,0.879492600422833,-0.1015317771093872,0.0422010480083353,-0.0955961350821623,5,0,0.8203434610303831,0.8721311475409836,0.8881987577639752,-0.1022955285017726,-0.1350702702743685,0.0464786107542808,0.0341062030106084,-0.1306843963378973,-0.2281808549392129
7,0.9022869022869023,0.0103661123137103,0.0650601621821095,-0.0300901390980005,0,0,0.8749624286143673,0.9025974025974026,0.8975903614457831,-0.0665448553338809,0.1113168873664395,0.023410367299103,0.1288465474716255,-0.0457981490259944,-0.1068985224354741
8,0.9047619047619048,0.016589129143223,0.0418652037145216,0.0273469665398366,4,1,0.8798017348203222,0.8993506493506493,0.9107142857142856,-0.0306772224936842,0.063246753763731,0.0057667289473587,0.1018695612641668,0.0369003380303521,-0.0299679615025071
9,0.8530020703933748,0.1459768206408908,0.0404687778571603,0.0806932421392093,5,0,0.8320180383314544,0.8538961038961039,0.8452380952380952,0.0226563880773908,0.3262739229903532,0.0414371891689569,0.0391072831928721,0.0446814576906026,0.1027785263043357
10,0.8847736625514404,-0.0248649041661535,0.0581232909534469,-0.0448053182765586,6,0,0.8279601406799532,0.8778135048231511,0.8928571428571429,-0.0557065923669519,-0.0065428003132262,0.0620560670492547,0.0513074946464357,-0.0214566065178177,-0.1548473240712994
11,0.9244897959183674,0.089126181826871,0.0649428032278395,0.069728187252257,2,0,0.8897993783554676,0.9142857142857144,0.9404761904761904,-0.0397610903760384,0.2817836011826169,0.0410507511165245,0.0975773531365171,0.004093729143661,0.125383451013162
12,0.9149377593360996,0.179673221155643,0.0613161658944211,0.0951271248339683,2,0,0.9228665207877462,0.9188311688311688,0.9047619047619048,0.0945475999875242,0.2890194272793981,0.0324259915554286,0.1060447280897229,0.0895237094109177,0.0337054967233788
13,0.9152542372881356,0.2028376711661509,0.024089178868304,0.122718756843458,4,0,0.9258005727675084,0.9169435215946844,0.912280701754386,0.041993720565149,0.449340971528886,0.0068962648478405,0.0466265682805269,0.0380031464872499,0.2138552684096576
14,0.9222689075630253,0.1464785220141007,0.0480205466538271,0.0752581498064298,3,0,0.9298914637723672,0.9401993355481728,0.8914285714285715,0.0167304313472713,0.3384757072284525,0.0367661336707695,0.0636080931468693,0.0165555124441514,0.1147476485144087
15,0.9470198675496689,0.1132930134126743,0.0294657536165609,0.0770634049615267,1,0,0.9384068700029612,0.943661971830986,0.9526627218934912,-0.0636208635262562,0.3925780653927453,0.0341443917062203,0.0237297262380874,-0.0054388123644984,0.1723770622872049
16,0.8458049886621316,0.1190891807123648,0.0325772101567044,0.144433216307597,3,0,0.8898182867032016,0.8178571428571428,0.8944099378881988,-0.0666228284487509,0.4141905748872555,0.0362983562661718,0.0280991951552487,0.0323265487374257,0.2792203681403072
17,0.9115646258503403,0.1000616991593104,0.0371373537370446,0.1816721098334438,5,0,0.9341843971631204,0.9107142857142856,0.9130434782608696,-0.0705994573071205,0.3684605406548906,0.0415698645077394,0.0316485206117021,0.0772681271198635,0.3071222587339563
18,0.8775510204081634,0.1701181229485948,0.0675419052431406,0.2087223797945672,3,0,0.94409309385277,0.8357142857142857,0.9503105590062112,0.0297519415305601,0.380556266926387,0.06301972513535,0.0736920586405895,0.1225759998623149,0.294143795554062
19,0.8866213151927438,0.2102404469951938,0.0393678713959159,0.0780313298986381,3,0,0.9217391304347826,0.8607142857142858,0.9316770186335404,0.0547033382889578,0.4467799417562634,0.041733505490606,0.0362234915968079,0.0265219627897539,0.1159742508231418
20,0.8163265306122449,0.0637457904773342,0.025908554009273,0.0018703160980807,5,0,0.8714716360646753,0.7785714285714286,0.8819875776397516,0.0280755195608553,0.0874268327982414,0.0431817930669567,-0.0038668965133631,0.013199486291311,-0.0655353735426496
