period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.6921529175050303,0.1224683073548654,0.0638977224569939,0.1143525049969525,4,0,0.6196750109793588,0.6785714285714286,0.7032967032967034,0.047858862408241,0.1392264235784655,0.0014846918110124,0.080859228998846,0.0054877816890066,0.0105606810181599
1,0.7223340040241448,0.1573935751475374,0.0212320821081948,0.114591010168929,3,0,0.6256450972608177,0.7272727272727273,0.7032967032967034,0.0344582228142923,0.1882655205237065,-0.0418216969550268,0.0374504442151538,-0.0037691589153931,-0.0604666977963941
2,0.812877263581489,0.0250991633684599,0.0207696342198171,0.0573338999151519,5,0,0.7184508268059182,0.8051948051948052,0.8186813186813187,0.0054037387389166,0.0260909945632177,0.0556572086030126,0.0106696241524561,-0.0498286975397029,-0.1376416937748563
3,0.8016194331983806,0.5133566786650815,0.1236631497824168,0.3040255847248136,6,0,0.7363530778164924,0.8506493506493507,0.7094972067039106,0.1396473141402441,0.6166456397708495,0.0146179488073129,0.1463753184484492,0.0618489900245108,-0.0172400756137153
4,0.7489795918367347,0.0946552220249632,0.0664734511912249,0.0940181456924885,5,0,0.6649895178197065,0.8181818181818182,0.6171428571428571,-0.1307372723571291,0.1560944399997664,0.0558388032589224,0.068835980875722,-0.1591261401932538,0.0629838553349219
5,0.8734693877551021,0.1001734069525655,0.023599001006318,0.0838392404447022,0,0,0.7147102526002972,0.9123376623376624,0.8,-0.0427436920145629,0.1372185866702483,0.0071314347344487,0.0276945310768832,-0.0219969857066764,-0.0809968231316653
6,0.7833655705996132,-0.0257316589844234,0.0353671126442771,0.0666277701650775,2,0,0.781072830353249,0.7738853503184714,0.7908163265306123,-0.1275353496222918,-0.0002408768927999,0.0375316025553894,0.0348090223869015,-0.1133338400405647,0.0313741782916122
7,0.8276553106212425,-0.3078602103251515,0.0282294703603347,-0.0568778911574807,5,0,0.866701244813278,0.8074324324324325,0.8520408163265306,-0.2881058452878371,-0.3169561962380504,0.0009628519073796,0.0366258982679141,-0.2587409137850445,-0.2940477498643081
8,0.8156862745098039,-0.2620713281322106,0.1178676700719587,-0.0725182705894967,7,0,0.8236483072258717,0.8241042345276873,0.7959183673469388,-0.2052116233748266,-0.2823460269444818,0.0002894658310952,0.1563409885887897,-0.1703142147733531,-0.1204385566491783
9,0.7788649706457926,-0.2077300193820544,0.190810837886265,-0.1101766515991753,1,0,0.8533201189296333,0.7824675324675324,0.7653061224489796,-0.2439904653856341,-0.2007474845393335,0.0242599140989729,0.2373573044347416,-0.2176207144960356,-0.124379379743774
10,0.8036529680365296,-0.4096643158460509,0.1724054289147694,-0.0945921939512053,7,0,0.7661538461538462,0.803030303030303,0.7976190476190477,-0.2074648282623047,-0.4721858433435917,-0.0135260430128004,0.2548926796893326,-0.132962028849204,-0.2101929474512646
11,0.8571428571428572,0.1179629840763125,0.04787307712071,0.1447656391428152,4,0,0.8768154922001076,0.8409090909090909,0.8775510204081632,0.0880607811900873,0.1215331842257403,-0.0006142549835078,0.0617715066266037,0.0971438792252205,-0.4969959011164929
12,0.837573385518591,-0.243407766937581,0.1221216565898685,-0.0985660682401043,5,0,0.815595363540569,0.8603896103896104,0.7959183673469388,-0.170227652753456,-0.2685923581385299,-0.0310888124985896,0.1734768439061009,-0.1599625516774248,-0.1376815829576851
13,0.863013698630137,-0.3837184227242372,0.0572560116942142,-0.0886223660122355,4,0,0.8631813125695217,0.8668831168831169,0.8520408163265306,-0.262016104485459,-0.4225785647128899,-0.0280861320906315,0.089482571150203,-0.1860275135203703,-0.1866176051168485
14,0.888454011741683,-0.3783545341520483,0.0265419671169975,-0.0938352990840493,6,1,0.8831318364997122,0.8993506493506493,0.8673469387755102,-0.3539231459483819,-0.3885004175401917,0.0137742308313836,0.0305276095414357,-0.2402851521898721,-0.1621783751602546
15,0.8514056224899599,-0.3999745915924229,0.1710695700721693,-0.095983882598897,5,0,0.7703984819734345,0.8610169491525423,0.8316326530612245,-0.328782122993363,-0.4238346190456724,0.0550348308934881,0.2110089020482787,-0.2405871705982819,-0.1513770534387719
16,0.5653061224489796,-0.2424016374307104,0.3136002998475638,-0.0112707154722202,5,0,0.4524375743162901,0.4773519163763066,0.6785714285714286,-0.3270032770295645,-0.2209730146401853,0.3877759972358987,0.2946673407227633,-0.2471526821861508,-0.1686962112971351
