period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.9692622950819673,-0.0148411021482086,-0.0141443213437457,-0.0553572890601721,0,0,0.957983193277311,0.9833887043189368,0.9444444444444444,-0.0785403951587875,0.0658772229822163,0.0092885408773259,-0.0515184265259466,-0.057793688850901,-0.1523381868196973
1,0.9695740365111563,-0.0384467942016864,-0.0014495799611423,-0.0584266175459692,6,0,0.9679818887451488,0.9769736842105264,0.956043956043956,-0.155037757318713,0.1407339734585695,-0.0081204664401799,0.0076665985748909,-0.1207877714695788,-0.0075705502995037
2,0.943661971830986,-0.0706380613157961,-0.0064103299230868,-0.0905078022784212,2,0,0.950096587250483,0.948051948051948,0.934065934065934,-0.2061653046446673,0.1446810646496969,-0.0095098967120694,-0.0024446019437774,-0.1623104851249678,-0.0117190855197579
3,0.9396378269617707,0.0067367293223156,0.0304747580632909,-0.0782715953384385,2,0,0.9176387416048074,0.935064935064935,0.945054945054945,-0.152205958415227,0.2623649568839163,0.0275755662319835,0.0340669433294782,-0.1572298489918334,0.007051026327897
4,0.854,-0.0155275239827038,0.0204181078745013,-0.0962259035557556,4,0,0.8586217095533866,0.827922077922078,0.8918918918918919,-0.1391331333402295,0.1757385003419971,-0.0128661379476087,0.065379558938968,-0.1431237074181285,-0.0597472027772312
5,0.876984126984127,0.0287738067736129,0.0457885445334868,-0.042774748567556,3,0,0.8931665062560153,0.8766233766233766,0.873015873015873,-0.1268361435812557,0.277430203549443,0.0283952196899018,0.0677225285646992,-0.1270110624843755,0.0537021448353992
6,0.9126984126984127,0.0677261046366404,0.0337469738245593,0.0313793129861039,1,0,0.889943074003795,0.8733766233766234,0.9735449735449736,-0.135331540291714,0.4024643651065075,0.0425140737753899,0.0237747943702266,-0.0771494891299562,0.1822633620009671
7,0.882936507936508,0.0133256447924709,0.0396879462748092,0.0383914604374919,3,0,0.8741914618369987,0.8571428571428571,0.9206349206349206,-0.1293964001241335,0.2387820317080322,0.0550633316820913,0.0197524102677869,-0.0304470229379568,0.1038118249610839
8,0.8928571428571429,-0.1299130134683262,0.0494212420695737,-0.0489494450636171,5,0,0.8704128440366973,0.8603896103896104,0.9417989417989416,-0.2718009723802627,0.0993553580589213,0.0601054762412103,0.0363645927347892,-0.1239333879532786,0.038017076137987
9,0.8591269841269842,-0.0338700368542181,0.0811326861750553,0.0041604170030077,3,0,0.8215507411630558,0.8246753246753247,0.91005291005291,-0.1893684700527567,0.2169207345001953,0.0671752728608499,0.0982857808702078,-0.0965444117210018,0.1305082631278703
10,0.9206349206349207,0.0779312763133042,0.0509847384620456,-0.0546197024449763,3,0,0.9078271381081898,0.935064935064935,0.8941798941798942,-0.0824971552705078,0.3336410418091655,0.0348798311980239,0.0714257809397593,-0.1106785307697116,0.0028353508760439
11,0.8670634920634921,0.0863320925557387,0.0651467318914517,0.0245122689295249,5,0,0.8923249929716053,0.8538961038961039,0.8835978835978836,-0.0531705803248162,0.3031217937756496,0.0174701691472014,0.1290566142187557,-0.0680466135943604,0.1501595874347585
12,0.9132149901380671,0.0864883014461792,0.0303785532320207,0.0312829787094075,6,0,0.904193360512522,0.8961038961038961,0.9375,-0.054411916830454,0.3058505197136995,0.0212224045509244,0.0426105597943179,-0.0296525190373792,0.09536691590897
13,0.9027777777777778,0.0447731862885161,0.0237380521664268,-0.0262225462362268,1,1,0.9069111424541608,0.8928571428571429,0.9153439153439152,-0.022602668873487,0.130047513191323,0.0196271895009789,0.0302977488468616,-0.0241370872425731,-0.0630172720174768
14,0.9523809523809524,-0.0397401059290689,0.0163878740668834,-0.0328169560890218,0,3,0.9627207325049052,0.9512987012987012,0.9523809523809524,-0.1739293472638873,0.1719563006888802,0.0178558347029819,0.0144789153771821,-0.0697598098179412,0.012825750011966
15,0.891304347826087,-0.0981981222916443,0.0652147068204289,-0.0637876160166475,3,0,0.8851802403204272,0.8741935483870967,0.9153439153439152,-0.1044145029481741,-0.1204170076460817,0.0475383279833352,0.0984194308076251,-0.1128872028855422,-0.0402383086813222
16,0.8548387096774194,0.0128670105958639,0.1095381596950654,0.0100681756237499,4,0,0.8205479452054795,0.8317460317460318,0.8908045977011494,-0.0023533671252714,0.0031108010064489,0.0866755107050986,0.1514880402000872,-0.0307552721383304,0.0178991880812342
17,0.9021956087824352,-0.0161847841052761,0.0500674026533793,0.0031101373637624,3,0,0.8948685857321652,0.8793650793650793,0.9385474860335196,-0.0469251060308264,0.0037772376392416,0.0494115095627056,0.0512163472507415,-0.0426790656523005,-0.0040861953518913
