period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8775510204081634,0.4087243650830224,-0.0045521337140776,0.3565522598898907,5,0,0.8595505617977528,0.8896103896103896,0.8571428571428571,0.3585543930260821,0.4784603506509378,0.0031527457471342,-0.0143932934660606,0.3033219567474626,0.3147276623128637
1,0.8850102669404518,0.7570496015805005,0.0054557943802311,0.5312343058087396,6,0,0.8665540540540541,0.8733766233766234,0.905027932960894,0.4699579574070903,1.1561054099437913,0.0100513101923618,0.0011008534066039,0.392159633291357,0.5222196945592265
2,0.811088295687885,0.3003398372287887,-0.0318545391733709,0.3072768294487394,5,0,0.7353709508881923,0.8012820512820513,0.8285714285714286,0.361103655156321,0.2158784640943448,-0.0245048012605166,-0.043290850531613,0.3327147873201962,0.1227678794295003
3,0.8141414141414142,0.2922468818183195,0.0424520708978984,0.2525094034244011,0,0,0.6896551724137931,0.7936507936507936,0.85,0.2449349938156789,0.3580101462506457,0.0636499750124737,0.0154405108667956,0.2656817001235653,0.139794736448732
4,0.943661971830986,0.3481990896150003,0.0226458003188752,0.3601309244109589,4,1,0.9381418092909536,0.9555555555555556,0.9230769230769232,0.314974149942473,0.3943815732502025,0.0217808823378568,0.0237795667401018,0.3825517104665094,0.3011668579839643
5,0.9144602851323829,0.3772121822631861,0.0503898347547751,0.3126680279640347,5,0,0.896543883583447,0.9288025889967636,0.8901098901098901,0.2875392336837107,0.5018570882016106,0.0442041966539907,0.0577608864060326,0.3095643032969225,0.2783616915155932
6,0.8370221327967807,0.6399402856642932,0.0204884268754158,0.5567496654010584,2,0,0.7629960871995528,0.8158730158730159,0.8736263736263736,0.5637092977929326,0.7459009400571603,0.0200522315859055,0.0210314651927516,0.5586854072163262,0.4905870095011411
7,0.888,0.5702392694648973,0.0430122004965542,0.4912051250801613,4,0,0.9173824130879346,0.8984126984126984,0.8702702702702703,0.4707684609065932,0.708503146952768,0.0297965590149433,0.0588257680306264,0.4667778868286941,0.4730174438335396
8,0.9325396825396826,0.4838847749862751,0.0472861095411196,0.4137024007818028,3,0,0.9231782265144864,0.926984126984127,0.9417989417989416,0.4742828008432797,0.4972314662999449,0.0301904971023925,0.0706846948702205,0.4741078819401598,0.2735034075859012
9,0.9365079365079366,0.4022010130145037,0.0065978887561583,0.3667952202134176,1,0,0.9347293383827132,0.923809523809524,0.9576719576719576,0.3273967447676058,0.5061785349665523,-0.0042824045848067,0.0199262876728575,0.3855787959293635,0.2859775318610119
10,0.9596774193548387,0.2038644888154105,0.0175975225690865,0.2294828722185115,3,0,0.9449589838581636,0.941747572815534,0.9893048128342246,0.2090834660793022,0.1966101390872315,0.0290025609000231,0.0015793327018509,0.3080328432654788,0.0616399323402832
11,0.9192546583850932,0.2122289289348986,0.0071522588007368,0.2942248796406077,5,0,0.9365942028985508,0.9069767441860463,0.9395604395604396,0.189291480473866,0.2441118562968667,0.0273372120717226,-0.0196684166687589,0.33715906490085,0.1827735743759324
12,0.8612836438923396,0.3012064420246381,0.0758607332100136,0.3402606153264073,3,0,0.8704304564135843,0.813953488372093,0.9395604395604396,0.3016613365956695,0.300574141069709,0.0541976989227607,0.1059974031284932,0.3944853949274244,0.2141616696973839
13,0.9829787234042554,0.438924497322308,0.0102392483476483,0.3073731935991048,3,0,0.98303264604811,0.9826388888888888,0.9835164835164836,0.3893073965019807,0.5078919949083365,0.0072452962078406,0.0140735479962818,0.3611260210027768,0.1770863039752149
14,0.9530916844349681,0.3432474118536187,0.0279380935688563,0.2821183334766227,5,0,0.9594533029612756,0.951219512195122,0.956043956043956,0.3532940108525731,0.3292826944325575,0.0279553881114699,0.0279136200186649,0.3384179775830289,0.1763204880916664
15,0.8983050847457628,0.2706420081820571,0.0696982062333547,0.2159570668463746,6,0,0.8936515291936978,0.8850174216027874,0.918918918918919,0.2479245094693623,0.3022192066020523,0.0519800691742326,0.0932994754422597,0.272683907262437,0.0917356027973229
16,0.8294243070362474,0.933743221691722,0.0496261810105596,0.9433987892401512,0,3,0.7858706467661691,0.8118466898954704,0.8571428571428571,0.9406359127639802,0.9241624189638742,0.0830860739299785,0.0027189316567304,1.0448054502099262,0.76503186828696
17,0.9320594479830149,0.2283146803486253,0.0296060911416676,0.2636357160774548,3,0,0.9319213313161876,0.9134948096885812,0.9615384615384616,0.3089044782038088,0.1162953040218496,0.0394891808040477,0.0134983487574263,0.3004317782664407,0.196474002986609
18,0.9479392624728851,0.4655637931926384,0.021919506735948,0.4640258132954534,4,0,0.95,0.9523809523809524,0.940119760479042,0.5153542462749076,0.3963553369147604,0.0089732703142941,0.0414482744064276,0.4869523412618485,0.4111437239895457
19,0.9171974522292994,0.4090715341561372,0.0377600384049466,0.4497837257613398,2,0,0.8995254796781514,0.9361702127659576,0.8888888888888888,0.483225450538245,0.3059979977236659,0.0047247225721553,0.0899102656199665,0.497426960119972,0.337613052908078
20,0.9320175438596492,0.4454630992253831,0.034555673141108,0.4653132886767513,5,0,0.9407496977025392,0.9438202247191012,0.9153439153439152,0.4376624480200056,0.4563059615507031,0.0076478369782431,0.0714786034296307,0.4670273795227981,0.4792144079244453
21,0.9736263736263737,0.1355574675236102,0.0117797229933063,0.2377888539320171,7,0,0.9749337189684262,0.981203007518797,0.9629629629629628,0.267145136641799,-0.047348669719737,0.0012901165575602,0.031173601061036,0.3020425452432724,0.1145588005755664
22,0.8791208791208792,0.333918090226694,0.0051859986271814,0.4383742877462472,4,0,0.882950423216445,0.8383458646616542,0.9365079365079364,0.4145976954130816,0.2217738822028688,0.0173949662572441,-0.0144627155628803,0.4449300183348734,0.3488695715904031
23,0.9254385964912281,0.5628147180684325,0.045286396742352,0.6389579090458262,1,0,0.9291733090412206,0.9213483146067416,0.9312169312169312,0.5974162081816478,0.5147188368822732,0.0307201160670269,0.0666388518965979,0.6237859590712462,0.5910869416778326
24,0.8658008658008658,0.4092044524672102,-0.0007743895368272,0.4892468962109206,5,0,0.8781149765605725,0.8388278388278388,0.9047619047619048,0.4888500130160739,0.2984975608093793,0.0249860975802505,-0.0418304208479571,0.499115114092105,0.429408335990224
25,0.9740259740259741,0.3364644360585139,0.0234663255018462,0.4908416235289932,6,1,0.9710512950736414,0.9706959706959708,0.9788359788359788,0.4069499090223647,0.2384900158261065,0.0067418621068319,0.0498752917881504,0.5205879027808745,0.4648120582060435
26,0.761904761904762,0.7117365067565459,0.1388774667456474,0.768745229076864,0,0,0.7928543537680594,0.7472527472527473,0.783068783068783,0.7558751050390415,0.6503840976038621,0.0956768033879142,0.2027644072539779,0.8536078765175296,0.6966988335348477
27,0.8333333333333334,0.9423499176706616,0.0482087472621628,0.8268573807775198,3,0,0.8589490320031608,0.8021978021978022,0.8783068783068783,0.7454818037985356,1.215995514526642,0.0730453582699321,0.0210160762681079,0.8632911056139378,1.031770502414052
28,0.8484848484848485,0.5917852147281204,0.0324958715132556,0.7204083882986045,6,3,0.8457677389915583,0.8681318681318682,0.8201058201058201,0.3880995318259866,0.874907195085874,0.0192562675393469,0.0461206330707897,0.8343969372132962,1.1269440959092003
29,0.774891774891775,0.375477231178035,-0.0574988247333971,0.423073358123511,7,0,0.7445361826129189,0.7838827838827839,0.7619047619047619,0.3424556003512317,0.4213771166344863,-0.0237417542421287,-0.1018156301116305,0.5001543839515112,0.4984696644739303
