period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8943248532289629,0.7815714684856815,0.0407517110740276,0.3959047403862149,4,0,0.8708838821490468,0.8850931677018633,0.9065934065934066,0.7694061864164825,0.746995120149295,0.0317708333333333,0.0484532887994343,0.2896568584438458,0.3261131170256982
1,0.8238747553816047,0.9581646216995652,0.0834606530119164,0.5615236702579752,2,0,0.7585637639290136,0.7763975155279503,0.9010989010989012,0.5970191866369354,1.2146184508514983,0.0472808327675944,0.1055510079356841,0.3084173492951586,0.853409422883197
2,0.9762845849802372,0.4979182096482021,0.0218235372964639,0.2939048051194831,4,1,0.937989163154726,0.9782608695652174,0.9725274725274724,0.2586419373841265,0.6627797829825651,-0.0058833663536911,0.0178513303008982,0.1282703353639522,0.5033547137512946
3,0.8336594911937378,0.8769048472433162,0.0372398477903481,0.5354550088196496,4,0,0.7587246876346403,0.7720364741641338,0.945054945054945,0.6299787136388111,1.038697072885158,0.1015871336839247,-0.0063198176990557,0.4195207854923845,0.8096698577748142
4,0.9295499021526419,1.122863730724742,0.0276462502670749,0.662447362223394,1,0,0.8698060941828255,0.9361702127659576,0.9175824175824177,0.692862021734495,1.4334689044613385,-0.0013129242987062,0.0447034214794975,0.5409777615686346,1.1324346929533249
5,0.9671232876712329,1.298082866020755,0.0306261923300001,0.9300506738488216,3,0,0.9231191652937946,0.9659574468085106,0.9692307692307692,1.0082933687021824,1.485557935635517,0.0103177825189382,0.0445194551483002,0.9141563848401636,1.3459869769809174
6,0.9151873767258383,0.3258672177790177,-0.0498190156544803,0.0286599378490675,5,1,0.895671834625323,0.9292307692307692,0.8901098901098901,0.1446930463348787,0.4458680997247658,-0.0015399660010381,-0.0821816711625891,0.1515322230219721,0.3152478032275943
7,0.8968253968253969,0.9926767425292816,-0.010894908781221,0.6232973649507345,4,0,0.861077359254759,0.8881987577639752,0.912087912087912,0.7877290813616041,1.1160099469690004,0.0108023483272865,-0.0264157016948681,0.7453580006423698,0.9873442044086947
8,0.9246031746031746,1.093129628188655,-0.0002929397507202,0.6911041056752876,3,0,0.875583864118896,0.937888198757764,0.9010989010989012,0.5946339577091682,1.4624770214710254,0.0013620705285105,-0.0012003727865796,0.5564065759794827,1.2137448031509248
9,0.8670634920634921,0.9319873225882014,0.0499219667036007,0.5634685302016889,5,0,0.817710410849621,0.8416149068322981,0.912087912087912,0.6581677827851521,1.115162469322692,0.0679777441511455,0.0379372988342324,0.6029353465065326,0.951429780984618
10,0.944,1.3383688455951406,0.0562861440885986,0.6570755920484669,6,0,0.9336902800658978,0.9627329192546584,0.9101123595505618,0.7223521248414363,1.801042872405778,0.0096798240092236,0.080550684590619,0.644553800725703,1.1671571570212134
11,0.9020408163265307,0.9377519083246212,0.1915639314777185,0.6035978754037401,5,0,0.8334030975303475,0.9285714285714286,0.8511904761904762,0.6748643852795233,1.1115258061471986,0.0948130701509779,0.2565414562059016,0.6464755174433985,1.0184152214823543
12,0.9469387755102041,1.0760676961856084,0.0487131357323225,0.7368108682657679,0,0,0.8873179091688089,0.9472049689440992,0.9464285714285714,0.6432058922382481,1.3902732478944329,0.0005143003986609,0.0767678626621679,0.6639525985461345,1.1720578380925193
13,0.991869918699187,0.573430734861713,-0.003785674550371,0.3721953914408089,4,1,0.9799691833590138,0.9969135802469136,0.9821428571428572,0.4060924529188334,0.675480931936554,0.0064445986583391,-0.0110548757342814,0.4736700134428697,0.5822662166703159
14,0.9976359338061466,0.8757590259632135,0.0687655273036275,0.7052840548951966,1,0,0.9988789237668162,0.996078431372549,1.0,1.0126995370487488,0.7125635868328606,0.1268732101585862,0.0109438257752971,1.0390692879383474,0.78893169162842
15,0.9588377723970944,-0.2823397170603597,0.0103143908801131,-0.2044487180365112,7,0,0.9177807486631016,0.9806949806949808,0.922077922077922,-0.1842517067035775,-0.3834673561377932,0.0579458845248319,-0.0430460448101375,-0.0265529231032979,-0.3063748082983492
16,0.9811320754716982,0.251856113553227,0.0135347454477889,0.2258327655834537,6,0,0.9698890649762282,0.9924528301886792,0.9622641509433962,0.3859264265295279,0.106806540461366,0.002871241251903,0.0248403417102098,0.4224064311575285,0.2188281385554762
