period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8296146044624747,-0.0148943431099951,0.0278206103190647,-0.0281991217261356,3,0,0.8233551935688598,0.7796052631578947,0.9065934065934066,-0.0032160423760877,-0.0806383801142374,0.0463063161795169,-0.0100372688465314,-0.0973530262381066,-0.2202093387688371
1,0.8148893360160966,0.0368029995424479,-0.0089058750241828,0.0394743197297341,5,1,0.8013904982618771,0.7694805194805194,0.8846153846153846,-0.0122393384141397,0.0834607326069108,-0.0060833915802932,-0.0137663143404871,-0.0054001617270462,-0.0471595638902607
2,0.7947686116700201,0.0210937631230339,0.0404064088342659,0.0037353851355419,4,0,0.8128205128205128,0.7694805194805194,0.8296703296703297,-0.0107291497756878,0.0359226133897777,-0.0013750814681834,0.1157727440630852,-0.0531002304949221,-0.0927431291705278
3,0.8068410462776661,0.0324337874061656,0.0325371432417121,-0.0324559504582336,3,0,0.7959880495091762,0.7987012987012987,0.8131868131868132,-0.0338630344305713,0.1118770155102786,0.021809938963926,0.050143685337925,-0.0720904161602567,-0.136855202809822
4,0.8189134808853119,0.0560062561294662,0.0416521734715375,0.0028939496559853,5,0,0.8190496393720832,0.7857142857142857,0.8681318681318682,0.0211339927571482,0.0750467652495757,0.0319006931366103,0.0591478805278141,-0.0340984435214713,-0.0886859230884983
5,0.7910750507099392,0.2061461849110069,-0.0038876196137314,-0.0211037041895279,6,0,0.7521206409048068,0.7785016286644951,0.8100558659217877,0.0288633046862331,0.4875259656633521,-0.0243648414682382,0.0093578369533734,-0.0489350194295001,-0.1463597497212127
6,0.8401639344262295,-0.0065234535224396,0.0069516140882429,-0.0003658539164703,5,0,0.8374748153122902,0.8071895424836601,0.8914285714285715,0.0077563374952705,-0.0775526189458628,-0.0271625601620411,0.077348649660921,-0.0206325303408542,-0.1706632036107072
7,0.8446215139442231,0.0525607620257422,0.0603771913873276,0.0122167417431728,0,0,0.8338260135135135,0.8412698412698413,0.8444444444444444,-0.0190800497270417,0.141205631718325,0.0262435584939117,0.1157960716597508,0.0016666565808447,-0.0770097780835886
8,0.8236472945891784,0.0295147580250695,0.0433909014718152,0.0403697971698332,4,1,0.8162740899357601,0.8580645161290322,0.7582417582417582,-0.0268093616561266,0.0902501422713141,0.0177533364914974,0.0866178039966901,0.0407681988679097,-0.002964572994924
9,0.7464788732394366,0.0998074893519032,0.1055515376608631,0.0344332020585109,5,0,0.7602561536922153,0.775974025974026,0.6868131868131868,0.0003513323604129,0.2388971711745966,0.0425622045116844,0.2016219990181231,0.0223764019736247,0.0154017744885792
10,0.8469184890656064,0.123831193041994,0.0410126772931636,0.1044467070279352,6,0,0.8666527109064266,0.8184713375796179,0.8901098901098901,0.0277282309064374,0.2555217298884923,0.0307846849689702,0.0568269789360626,0.0619782167555715,0.1072172061304191
11,0.863013698630137,0.1509940162194777,0.0436170302999157,0.1319430352208414,2,0,0.8915313225058005,0.8664596273291926,0.8516483516483516,0.0437273660883195,0.3025669277543515,0.0253889176592439,0.0712059248446176,0.0875821856080189,0.1461667775848966
12,0.9194499017681729,0.1890730502464424,0.039967784655241,0.1046701976367102,2,0,0.9267258780783204,0.946875,0.8681318681318682,0.0968596292092319,0.310523503302716,0.0246470868443962,0.0641886891230541,0.0918357386326255,0.0552095727466967
13,0.9072580645161291,0.1285675091585766,0.0361305487226126,0.0483057685502056,4,0,0.9145999568686652,0.924342105263158,0.8756756756756757,0.0126479649748662,0.2974792606506442,0.0161110984025315,0.0656437140355305,0.0086573908969671,0.0619935575314158
14,0.9115913555992142,0.1805796969532953,0.0325075857629094,0.1095833913207843,3,0,0.9171744097486672,0.9169329073482428,0.8994708994708994,0.0659694070590778,0.344711907481072,0.0186683515319241,0.0532296550817234,0.0657944881559579,0.1209838487670282
15,0.9211045364891519,0.1548839975828851,0.0507538085133486,0.1188907885119009,1,0,0.909864290054689,0.9134615384615384,0.9308510638297872,0.0195665099183827,0.3592692185726393,0.0664067779585208,0.0285763186703188,0.0777485610801404,0.1390682154670989
16,0.9353535353535354,-0.0043868710293513,0.022744101619214,0.0206551455124048,3,0,0.9483840967216928,0.934640522875817,0.934065934065934,-0.11531160477812,0.1609861939141158,0.0140564558117018,0.0352487347284503,-0.0163622275919433,0.0260159871671675
17,0.85,-0.0340027010927983,0.0520231956981723,0.0472869348857242,5,0,0.8793264733395697,0.8333333333333334,0.8729281767955801,-0.1097508242797686,0.0662391142280911,0.042584620989041,0.0669088853345099,0.0381167601472154,0.0049008323071568
18,0.8160000000000001,-0.0290628052170973,0.0700714700630399,0.0089918421089563,3,0,0.8528594122319301,0.8,0.8370786516853933,-0.1120750229717312,0.0846809886115566,0.045894538956,0.1074550587306882,-0.0192509646399763,-0.0017314827607683
19,0.8842315369261478,0.020177797775238,0.026366656819186,-0.1126450116305624,3,0,0.892724063541871,0.853035143769968,0.9337016574585636,-0.088157396897465,0.1795701864667969,0.0483269416603426,-0.0056989625630606,-0.1163387723966688,-0.1512355044663246
20,0.8160000000000001,-0.3056455768277421,-0.0056203283736711,-0.3688130846429813,5,0,0.8388142658638258,0.7556270096463023,0.912087912087912,-0.3645748878439003,-0.2251264106402402,0.0034298416166309,-0.0196386436858302,-0.3794509211134445,-0.3780886169811313
21,0.552,-0.339520358621969,0.1114962440835042,-0.3962514445954411,6,0,0.5205353022611906,0.487012987012987,0.6432432432432432,-0.4318144965137019,-0.1944766671982484,0.085485531036495,0.1461515593741413,-0.4070550987206272,-0.4049602710029778
22,0.5935613682092555,-0.4905781191383781,-0.1875309673771583,-0.5635959667943028,1,1,0.6293510958315428,0.5227272727272727,0.6978021978021978,-0.5671855575374304,-0.3684660610172923,-0.2839505319652554,-0.0627133789276103,-0.5687199759065166,-0.5615308462260921
23,0.7870182555780934,-0.5857232300154093,-0.092017127582988,-0.580852585436498,0,3,0.8015,0.805921052631579,0.7472527472527473,-0.6806388843846278,-0.4248097893281915,-0.1312033381793367,-0.0509201966134379,-0.5764693469386818,-0.5839403400051058
24,0.5230460921843688,-0.5620412187277875,0.0297924635749351,-0.5294244580924965,3,0,0.4657172995780591,0.3967741935483871,0.7197802197802198,-0.589130317280147,-0.5302945501153382,0.0872393419887425,-0.0651259572647789,-0.5976030172175151,-0.4501158511505788
25,0.6032719836400817,-0.2352104258104678,0.1683655526320361,-0.2389037051514198,4,0,0.4129092032118592,0.4571428571428571,0.8622754491017964,-0.2202583644127344,-0.297368179782751,0.2185519619830682,0.0631658268967765,-0.2486602694257934,-0.2825797927079656
26,0.39473684210526316,-0.5118601002192431,0.068455176454336,-0.4944791266259313,3,0,0.3317416436290525,0.2285714285714285,0.6744186046511628,-0.5219447597427166,-0.5144581755008286,0.0848864177122794,0.0378970037053357,-0.5176987193641908,-0.5223216084919615
27,0.4114173228346457,-0.4092310643187135,0.1096362491485401,-0.3710673128443996,2,0,0.3391770148526905,0.238095238095238,0.6827956989247311,-0.4029241662612832,-0.4473420533175914,0.1575554299085963,0.0118476935582198,-0.3887226566795561,-0.4157269981331793
28,0.3134920634920635,-0.4688678740085357,0.1400890386212788,-0.4519129748307488,5,0,0.2878504672897196,0.1492063492063492,0.5714285714285714,-0.4579752445813739,-0.5129961552542986,0.2233447950711981,-0.0349385765936421,-0.4286103130785813,-0.4900877088805563
29,0.3877551020408163,-0.5357153983681173,0.2040380108384889,-0.4358260977220345,7,0,0.3154467309195103,0.2492012779552715,0.6176470588235294,-0.5047024485162964,-0.6148842645578726,0.2615965479729908,0.0642112693505019,-0.4698050399148229,-0.4529767942625692
30,0.3022774327122153,-0.545039437476679,-0.3210888127998565,-0.4433513465866361,4,0,0.2603376559823832,0.1587301587301587,0.5527950310559007,-0.5433490081617209,-0.5684079477544206,-0.3576653507895567,-0.2479885168175564,-0.5130166852399292,-0.4413122583668863
31,0.25672877846790887,-0.7194712554137789,-0.254620643478389,-0.6476477922593993,1,0,0.1869062901155327,0.146031746031746,0.4409937888198758,-0.72293389546511,-0.7253709314845448,-0.1979113754140049,-0.3626884928772644,-0.6965641445755115,-0.6490028266889853
32,0.19565217391304346,-0.5549542598777459,0.1422726981449649,-0.4061438193534807,7,0,0.0783003103365958,0.1037037037037037,0.3405797101449275,-0.5236743959785958,-0.6337741378828028,0.1476391050690079,0.1290887923786455,-0.4491715965654951,-0.3717812419904757
33,0.3229813664596274,-0.4245727660531183,-0.1470489383468305,-0.6991742453987451,4,0,0.1379396358194063,0.0952380952380952,0.7391304347826086,-0.5915896438030377,-0.1346146974281715,-0.1856147952780314,-0.1126697365653449,-0.5825065457679045,-0.7531437827704048
