period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.9364406779661016,-0.0071504988586476,0.0704035070656531,-0.0204160268233394,3,0,0.8879333512496641,0.950530035335689,0.912087912087912,-0.0939155902291102,0.0457995802021493,0.04357255818225,0.0937784424436692,-0.1880525740911291,-0.0937713784524504
1,0.959915611814346,0.0198511796326943,0.0917078553222683,0.0224474212662187,5,1,0.9134038296656188,0.968421052631579,0.945054945054945,-0.0561972760945928,0.0610926985196612,0.0515373922397411,0.1276355152138915,-0.0493580994074993,-0.0695275979775102
2,0.8869936034115139,0.0140049721207064,0.0802223162208027,-0.0033779305111623,4,0,0.8055555555555556,0.9357142857142856,0.8186813186813187,-0.066342381483634,0.0597710910502169,0.0323214862297682,0.092513345538257,-0.1087134622028684,-0.0688946515100886
3,0.9125799573560768,0.0315563802052112,0.055481326376609,-0.0333213805974962,3,0,0.8605781529803018,0.9214285714285714,0.8956043956043956,-0.1072529220289279,0.1355013741341434,0.0697197747809261,0.0442249752631772,-0.1454803037586133,-0.1132308441859571
4,0.8823529411764706,0.0623354368049621,0.0515775052514991,0.0092411691393602,5,0,0.8126984126984127,0.9333333333333332,0.8021978021978022,-0.0106892838082655,0.0990690290958382,0.0078259106248145,0.0911775632652844,-0.065921720086885,-0.0646636592422358
5,0.9501133786848073,0.1651236086896299,-0.0282472729742781,-0.0622378477571675,6,0,0.9440203562340967,0.9609375,0.9325842696629212,0.0693724406403782,0.2211588089763951,-0.0163691489747119,-0.0387064830932926,-0.008425883475355,-0.4127269064081698
6,0.9792207792207793,0.0590654864410759,0.0412789844921227,0.0700154886612436,4,1,0.9514204545454544,0.9753694581280788,0.9828571428571428,-0.1074510741360954,0.1899206961933379,-0.0048360829693622,0.0760607044427733,-0.039873513612059,0.0967059809270997
7,0.9550264550264551,0.1584008396170214,0.0205554690694353,0.0932170752010197,5,0,0.9531177829099308,0.9438775510204082,0.9657142857142856,-0.0420980070680305,0.3199949849687576,0.0167889854144372,0.023303863596063,-0.0200729374548186,0.0964995882827402
8,0.9626666666666667,0.0689553655958252,0.0474956921902564,0.0493195541446758,6,0,0.9401012373453318,0.9689119170984456,0.9542857142857144,-0.0484235388964145,0.1500596709072958,-0.0022028019776869,0.088844285420109,-0.0141735530472803,0.0017551471492225
9,0.9365079365079366,0.0426335241621862,0.0575516807401712,0.0231147288485825,2,0,0.928208027133974,0.9438775510204082,0.9257142857142856,-0.1166274134696282,0.1667605884857377,0.0258978922785101,0.0816497392711931,-0.0727725939499287,0.0103604383162828
