period,DelegationDecision,sale_improvement,Manager_outperform,outperform_area,BadWeather,Holiday,dele_demand,dele_item_bakery,dele_item_dairy,sale_bakery_improvement,sale_dairy_improvement,Manager_outperform_bakery,Manager_outperform_dairy,outperform_area_bakery,outperform_area_dairy
0,0.8908730158730159,-0.1121213674651454,0.0406287279681457,-0.1227461501666519,4,0,0.9131917125622868,0.907936507936508,0.8571428571428571,-0.0904906449044584,-0.1276305182773098,0.000296617621197,0.0581677074272075,-0.1328617256236928,-0.2562962608376153
1,0.8469184890656064,-0.0193978897517967,0.0376835420232411,-0.0636579615429745,3,0,0.8755411255411255,0.8598726114649682,0.8186813186813187,-0.1713702797998178,0.0368264597536113,0.0283052374211813,0.0408098044767027,-0.2095976615295032,-0.2119057585664893
2,0.8687872763419483,-0.1998574751087156,0.041169871259798,-0.1699257541882872,5,0,0.920964125560538,0.8726114649681529,0.8571428571428571,-0.1391143937670607,-0.2310396339921382,0.0259642184488832,0.0482704414883968,-0.1943468300456802,-0.3947723223302122
3,0.8702594810379242,0.1234191786534335,0.0597494024429793,-0.0889403947669517,6,0,0.9085892514395394,0.8761904761904762,0.8547486033519553,-0.1422600090991809,0.2260279191580824,0.0022051664760227,0.0765414553296683,-0.2200583332149141,-0.4078577962264824
4,0.7605633802816902,-0.1365368545367939,0.0487571451098891,-0.1394390750088408,5,0,0.8541887592788971,0.7396825396825397,0.7885714285714286,-0.1977614592811645,-0.1173081533917849,0.0304589619193194,0.0556937833349827,-0.2261503271172893,-0.2104187380566293
5,0.9251012145748988,-0.1014272684094712,0.0400834139086728,-0.1197361777755376,0,0,0.961376994122586,0.903846153846154,0.96,-0.1708904401728842,-0.0790187203754497,0.084999035431805,0.0232176817100944,-0.1501437338649977,-0.2972341301773633
6,0.9143968871595332,-0.2123977036729125,0.0078409684281564,-0.132352759746877,2,0,0.9348296376419686,0.9228295819935692,0.8979591836734694,-0.2148224237943583,-0.2171405607340096,0.005452570109323,0.0088401341328338,-0.2006209142126312,-0.1855255055495975
7,0.9352226720647774,-0.3193645005446017,0.0313313793851399,-0.069480850866535,5,0,0.9381413075344474,0.9553264604810996,0.903061224489796,-0.2424398601000908,-0.3564229699736004,0.0054092476599338,0.0440586113590357,-0.2130749285972982,-0.3335145235998581
8,0.8858267716535433,-0.3180753205275768,0.0484579128408465,-0.1304908414107091,7,0,0.9178918169209432,0.8786885245901639,0.8928571428571429,-0.2037327968607823,-0.3707504405438347,0.0464854684022922,0.0494990006306226,-0.1688353882593088,-0.2088429702485313
9,0.8602794411177646,-0.2675963387068782,0.0569738369734648,-0.1785637627809393,4,0,0.9009179265658748,0.8523489932885906,0.8673469387755102,-0.1245059429026385,-0.3326311744830764,0.0421040305532114,0.0651103676800198,-0.0941736199808467,-0.2055354850955421
10,0.8446215139442231,-0.2687964269960237,0.0322137115380498,-0.1734301339570119,1,0,0.877233282286881,0.8595317725752508,0.8163265306122449,-0.137088404231119,-0.3290748363315009,0.0067878965253727,0.0458536927955318,-0.1107186533415205,-0.2527067315359415
11,0.9120370370370371,-0.3952954494751075,0.0145415282482156,-0.0807714912566252,7,0,0.9477061276868785,0.9069767441860463,0.9166666666666666,-0.157081722020018,-0.4990738487760691,-0.0046421252371916,0.0280060134653037,-0.0825789226069173,-0.2370809528837419
12,0.8831683168316832,-0.062414051247825,0.0079457805710712,-0.039374738519879,4,0,0.9213514261977293,0.8576158940397351,0.9183673469387756,-0.1411403833030025,-0.0364268120285641,-0.017322870299029,0.01734011890631,-0.1320572852678692,-0.6549558973707974
13,0.876984126984127,-0.2273456803503471,0.0278602048724161,-0.0830048986915031,5,0,0.910743353228432,0.903654485049834,0.8316326530612245,0.0147541799363059,-0.333972050953733,-0.0010192822991646,0.0462130981032184,0.025019281012337,-0.2030612757728883
14,0.8356435643564357,-0.3470766654803614,0.0015644785752357,-0.0519905678398747,4,0,0.9012269938650308,0.7947019867549668,0.8928571428571429,-0.1022120606801635,-0.4539814735597289,0.0002446000625243,0.0024696837195269,-0.0262234697150748,-0.2180205139636875
15,0.9319999999999999,-0.4287380359915354,-0.0062444100668108,-0.1460592774302915,6,1,0.9516642547033284,0.9461279461279462,0.9081632653061223,-0.279814035486806,-0.4950288032256752,-0.013120819519928,-0.0021538154603827,-0.1661760417282962,-0.2687067608457382
