date,DelegationDecision_demand,DelegationDecision,DelegationDecision_bakery,DelegationDecision_dairy,DelegationDecision_price10,DelegationDecision_price20,sale_improvement,sale_bakery_improvement,sale_dairy_improvement,sale_price10_improvement,sale_price20_improvement,Manager_outperform,Manager_outperform_bakery,Manager_outperform_dairy,Manager_outperform_price10,Manager_outperform_price20,BadWeather,Holiday,sale_improvement_average,sale_bakery_improvement_average,sale_dairy_improvement_average,sale_price10_improvement_average,sale_price20_improvement_average,outperform_area,outperform_area_bakery,outperform_area_dairy,outperform_area_price10,outperform_area_price20
2018-03-19,0.9031678641410844,0.8964803312629399,0.867109634551495,0.9428571428571428,0.876750700280112,0.9523809523809524,0.0749340193877675,-0.0661839597568751,0.1737622575651329,-0.0259619485795395,0.1504002349760874,0.0030430671374973,-0.0010002158232187,0.0052958224844229,-0.0004830490471055,0.0030768486490409,4,0,0.004474617007396616,-0.017089631971005687,0.019283499805013867,-0.013375898170028577,0.017375216481141865,0.07045940238037089,-0.04909432778586942,0.15447875776011902,-0.012586050409510921,0.13302501849494552
2018-03-26,0.7801879971077368,0.8053830227743272,0.7740863787375415,0.8514285714285714,0.7927170868347339,0.8412698412698413,-0.0025627656026339,-0.1507179936239582,0.1011938233937665,-0.1367399487816271,0.0944221546161963,0.0008102593599902,0.0036599914440919,-0.0007289258893375,0.0028150615295036,0.0056503288327756,2,0,-0.02045603909988085,-0.061286956037266936,0.00705354383266827,-0.06403071219618932,0.008546781560171347,0.01789327349724695,-0.08943103758669127,0.09414027956109822,-0.07270923658543778,0.08587537305602495
2018-04-02,0.877906976744186,0.8729508196721312,0.8471760797342193,0.9111111111111112,0.861878453038674,0.9047619047619048,-0.0169713693844952,-0.0533252114413382,0.0084880808091153,-0.0832374651196684,0.0304080983699195,0.0010533813716659,0.0057014998001425,-0.0020022849743892,0.0057793201302642,-0.0059616844549636,4,1,-0.05518810639609987,-0.08351487316993038,-0.03518550671533982,-0.11382741201829706,-0.01766964622161941,0.03821673701160467,0.03018966172859218,0.04367358752445512,0.030589946898628664,0.04807774459153891
2018-04-09,0.8408825004178506,0.8306122448979592,0.8172757475083057,0.8461538461538461,0.8241758241758241,0.8492063492063492,-0.0632668299759719,-0.120766803123775,-0.0229982470789716,-0.1474146704347639,-0.0044792647290352,0.0028444800246918,0.0024234485834265,0.003109831781726,0.0044938853510962,0.0057507251715088,4,0,-0.04503126343743511,-0.06765677685045232,-0.02857424649446177,-0.11140451320876904,-0.0016382919042182335,-0.018235566538536786,-0.053110026273322675,0.005575999415490172,-0.03601015722599485,-0.002840972824816967
2018-04-16,0.8096988795518207,0.8303030303030303,0.7973856209150327,0.8791208791208791,0.7994579945799458,0.9206349206349206,0.0234869013146354,-0.075749530393137,0.0929845072762065,-0.1262064416584509,0.1325568375191534,-0.0022481584614221,-0.0004164441596354,-0.00333291459604,-0.0016980482153002,0.0002870010596962,1,0,-0.025242804383910557,-0.06028694520506567,-0.001048923602095526,-0.10600860151454049,0.029072080855612692,0.048729705698545955,-0.015462585188071337,0.09403343087830202,-0.02019784014391042,0.1034847566635407
2018-04-23,0.7645305514157973,0.797938144329897,0.75,0.8681318681318682,0.7576601671309192,0.9126984126984128,-0.0612774307314391,-0.0982451421173431,-0.03538807341593,-0.1185781150108715,-0.0218465737602144,-0.0005854409154153,-0.0031631616716941,0.0011021626587753,-0.0051897642790909,0.006346791066441,3,0,-0.014122159387831235,-0.046479301141556885,0.008780620414870434,-0.09101465926019071,0.03795615973325161,-0.04715527134360786,-0.051765840975786216,-0.04416869383080043,-0.027563455750680782,-0.05980273349346601
2018-04-30,0.8544639893793561,0.8509316770186336,0.8333333333333334,0.8736263736263736,0.8179271708683473,0.9444444444444444,0.0196487103793277,-0.0800024184702023,0.089436738497916,-0.1402661989860797,0.1359866578863618,0.0015626051541744,-0.000902237442514,0.0030203199582601,-0.0005851820668057,0.0059045612186663,5,1,-0.027278039616209213,-0.03793177520863721,-0.01804167746545669,-0.081159347778216,0.009166045120702194,0.046926749995536914,-0.04207064326156509,0.1074784159633727,-0.0591068512078637,0.12682061276565962
2018-05-07,0.8614425645592164,0.8385093167701864,0.8231292517006803,0.8571428571428571,0.8179271708683473,0.8968253968253969,0.0206532920585851,-0.0933698132965681,0.1005063531785416,-0.1198997733301142,0.1230172156880922,0.0031781598607106,0.0002380217879156,0.0048744652876475,-4.67997695555573e-05,0.010588945860159,4,0,-0.03122077320722675,-0.04062534501983382,-0.022954964447502724,-0.08238051596086894,0.00297995099889408,0.05187406526581185,-0.05274446827673428,0.12346131762604433,-0.03751925736924526,0.12003726468919812
2018-05-14,0.7719583604424203,0.7681159420289855,0.7585034013605442,0.7747252747252747,0.7591036414565826,0.7936507936507936,0.0050475476583844,-0.1397800371188561,0.1064737098651656,-0.1829472624055251,0.1412176794643423,0.0073384104913476,0.0059800591501609,0.008077980409444,0.0062506240995165,0.0079241333646596,3,0,-0.0025741950660768693,-0.04432106891256109,0.027406461193321286,-0.08361834654368937,0.05344777218284789,0.0076217427244612695,-0.095458968206295,0.07906724867184432,-0.09932891586183575,0.08776990728149442
2018-05-21,0.8367966751918159,0.8200836820083682,0.8095238095238095,0.8305084745762712,0.8179271708683473,0.8264462809917356,-0.0325325033559936,-0.1603767932702912,0.0569998582172694,-0.1833256625052253,0.0754837537800264,0.0032301411040259,0.001781682206365,0.0040359172105571,0.0017348140963979,0.013811004041032,5,0,0.013377517864358946,-0.045194650681338044,0.05379345723867888,-0.0819899956258576,0.07952596423173747,-0.045910021220352544,-0.11518214258895315,0.0032064009785905193,-0.10133566687936771,-0.004042210451711062
2018-05-28,0.7626010665749183,0.8360995850622407,0.8366666666666667,0.8285714285714286,0.8319559228650137,0.8487394957983193,0.0267417685429881,-0.0815091637947332,0.1025524412073744,-0.0879304489648633,0.1105833729687968,-0.0018851275654574,8.8844440132244e-05,-0.0030367636557439,-0.0032806087024988,0.0124553108061353,6,0,0.03995964541301674,-0.018760285296136246,0.08227111302045004,-0.05549877541006476,0.10844451672648267,-0.01321787687002864,-0.06274887849859696,0.020281328186924366,-0.032431673554798535,0.0021388562423141355
2018-06-04,0.8885855656031394,0.9224489795918368,0.920265780730897,0.9230769230769232,0.925824175824176,0.9126984126984128,0.0075045093708346,-0.1008253920725452,0.0833704859563085,-0.1417743153254646,0.1157469486864621,0.0013536781124732,-0.0016464230932261,0.0030974980723724,-0.0014331176376008,0.0076519225455395,5,0,0.07168417988058191,0.031205368810762354,0.10386547687635102,-0.00953821418872857,0.13318470236343857,-0.06417967050974731,-0.13203076088330756,-0.02049499092004252,-0.13223610113673603,-0.017437753676976475
