mu12,mu13,mu21,mu23,mu31,mu32,tra_fix,L1'sale_improvement',L1 'outperform_area',L1'Manager_outperform',L2'sale_improvement',L2 'outperform_area',L2'Manager_outperform',L3'sale_improvement',L3 'outperform_area',L3'Manager_outperform',emicoef_1,emicoef_2,emicoef_3,emi_fix,L1 'period',L1 'period_square',L1 'weather',L1 'holiday',L2 'period',L2 'period_square',L2 'weather',L2 'holiday',L3 'period',L3 'period_square',L3 'weather,L3 'holiday'
1,1,-0.5,0.5,-1.5,-1,1,-0.4611,0.2038,0.5146,-0.4492,0.1853,-0.1478,-0.268,-0.3057,-0.0262,0.2,0.5,0.8,1,-0.0179,0.1719,-0.0189,0.1022,-0.0485,0.0628,0.01,0.1,1,0.01,0.1,1
