store_id,mu12,mu13,mu21,mu23,mu31,mu32,tra_fix,L1 sale_improvement,L1 Manager_outperform,L1 outperform_area,L2 sale_improvement,L2 Manager_outperform,L2 outperform_area,L3 sale_improvement,L3 Manager_outperform,L3 outperform_area,emicoef_1,emicoef_2,emicoef_3,emi_fix,L1 period,L1 period_square,L1 weather,L1 Holiday,L2 period,L2 period_square,L2 weather,L2 Holiday,L3 period,L3 period_square,L3 weather,L3 Holiday,likelyhood
1052253,1.0546625300108262482,1.2182584527884688522,0.017409775216063203256,0.30902337570642691698,-1.8987983680698831719,-1.659372338906680252,-0.95866164383034384343,-0.18266655414516144242,6.301101738232498141,-3.3829636520179193493,-0.07688799972296989278,3.6140655723102201374,-1.2727056463548005836,-0.13079648972678982951,7.454968454580960671,-1.8308964419262895639,0.26308044616911954158,0.22278360775358447228,0.1433989431193053953,0.6292071431070974,-0.90293216140145886724,0.6264230171391357417,-0.010333739521231696691,0.09040417387005113411,-0.48664528025277896603,0.23695911860056314646,-0.009375884720319780363,0.07685902731512567509,-0.009381024800301837962,-0.18204989513227382639,-0.0017676176465900474991,0.06639209921098501372,0.8102789725774957
